""	"id_string"	"story_date"	"year"	"month"	"day"	"source"	"source_root"	"source_agent"	"source_others"	"target"	"target_root"	"target_agent"	"target_others"	"code"	"root_code"	"quad_class"	"goldstein"	"joined_issues"	"lat"	"lon"	"placeName"	"stateName"	"countryName"	"documentCountryName"	"ids"	"urls"	"sources"	"text"	"web_url"	"aid"
"138"	"3587574_v0.0.0"	"20020403"	"2002"	"04"	"03"	"ISRGOV"	"ISR"	"GOV"	""	"PSEGOV"	"PSE"	"GOV"	""	"010"	"01"	"0"	"0.0"	""	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c31c_0"	"---"	"NYT"	"Prime Minister Ariel Sharon said today that Yasir Arafat could have a `` one-way ticket '' into exile , a step that would quash any remaining hope of his restoration as Israel 's partner for peace talks ."	"---"	"23889779"
"139"	"3587575_v0.0.0"	"20020403"	"2002"	"04"	"03"	"ISR"	"ISR"	""	""	"PSEMIL"	"PSE"	"MIL"	""	"130"	"13"	"3"	"-4.4"	""	"31.89964"	"35.20422"	"Ramallah"	""	"PSE"	""	"5e29e62836b9743750f3c31c_57"	"---"	"NYT"	"Increasingly frustrated with the attention Mr. Arafat is receiving , Israel revoked the credentials of two Abu Dhabi television journalists and threatened legal action against CNN and NBC for ignoring military orders and broadcasting from Ramallah , where he is besieged ."	"---"	"23889779"
"140"	"3587576_v0.0.0"	"20020714"	"2002"	"07"	"14"	"PAK"	"PAK"	""	""	"USAMED"	"USA"	"MED"	""	"181"	"18"	"4"	"-9.0"	""	"24.9056"	"67.0822"	"Karachi"	"Sindh"	"PAK"	""	"5e29e62836b9743750f3c30b_11"	"---"	"NYT"	"In January , the American reporter Daniel Pearl was kidnapped in Karachi and later killed ."	"---"	"23850418"
"141"	"3587577_v0.0.0"	"20051027"	"2005"	"10"	"27"	"ISRGOV"	"ISR"	"GOV"	""	"ISRGOVMIL"	"ISR"	"GOV"	"MIL"	"037"	"03"	"1"	"5.0"	""	"31.5"	"34.46667"	"Gaza"	""	"PSE"	""	"5e29e62836b9743750f3c347_32"	"---"	"NYT"	"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt ."	"---"	"24068845"
"142"	"3587578_v0.0.0"	"19850106"	"1985"	"01"	"06"	"---COP"	""	"COP"	""	"---OPP"	""	"OPP"	""	"180"	"18"	"4"	"-9.0"	"SECURITY_SERVICES,1"	"-29.0"	"24.0"	"Republic of South Africa"	""	"ZAF"	""	"5e29e62836b9743750f3c2ac_0"	"---"	"NYT"	"White police officers scuffled with protesters tonight as Senator Edward M. Kennedy arrived in South Africa and was met by black demonstrators chanting , `` Kennedy go home ! ''"	"---"	"22695844"
"143"	"3587579_v0.0.0"	"20051030"	"2005"	"10"	"30"	"USAMIL"	"USA"	"MIL"	""	"IRQOCC"	"IRQ"	""	"OCC"	"190"	"19"	"4"	"-10.0"	""	"33.34058"	"44.40088"	"Baghdad"	"Muḩāfaz̧at Baghdād"	"IRQ"	""	"5e29e62836b9743750f3c348_7"	"---"	"NYT"	"One American soldier died in the morning north of Baghdad , near the town of Beiji , and the other two were killed in southern Baghdad , the military said in a statement ."	"---"	"24069309"
"144"	"3587580_v0.0.0"	"20020811"	"2002"	"08"	"11"	"---GOV"	""	"GOV"	""	"---CVL"	""	"CVL"	""	"020"	"02"	"0"	"3.0"	"ELECTION,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c316_12"	"---"	"NYT"	"Mayor Jerry Brown is asking voters to approve tax increases of $ 63.5 million over five years to add 100 officers to Oakland 's force of 750 , complaining that the city 's force is smaller by far than those of most cities of Oakland 's size ."	"---"	"23878756"
"145"	"3587581_v0.0.0"	"20000610"	"2000"	"06"	"10"	"LBY"	"LBY"	""	""	"IRL"	"IRL"	""	""	"061"	"06"	"2"	"6.4"	"DISEASE,1;AGRICULTURE,1"	"28.0"	"17.0"	"Libya"	""	"LBY"	""	"5e29e62836b9743750f3c2fc_9"	"---"	"NYT"	"Before an outbreak of mad-cow disease in 1996 , Libya imported 50,000 Irish cattle a year , more than any other country ."	"---"	"23736666"
"146"	"3587582_v0.0.0"	"19860524"	"1986"	"05"	"24"	"SYR"	"SYR"	""	""	"---GOV"	""	"GOV"	""	"046"	"04"	"1"	"7.0"	""	"33.5102"	"36.29128"	"Damascus"	""	"SYR"	""	"5e29e62836b9743750f3c2bb_28"	"---"	"NYT"	"In January , President Mitterrand 's office held talks , through intermediaries in Damascus , with the pro-Iranian groups that were then holding four French citizens hostage in Beirut ."	"---"	"22796662"
"147"	"3587583_v0.0.0"	"20041115"	"2004"	"11"	"15"	"---REB"	""	"REB"	""	"USA"	"USA"	""	""	"190"	"19"	"4"	"-10.0"	""	"36.335"	"43.11889"	"Mosul"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c32f_33"	"---"	"NYT"	"In western Mosul , guerrillas poured out of three cars and ambushed an American patrol , said Dhia Muhammad , 35 , a taxi driver ."	"---"	"23989893"
"148"	"3587584_v0.0.0"	"20020620"	"2002"	"06"	"20"	"ISRCVLEDU"	"ISR"	"CVL"	"EDU"	"ISRCVLEDU"	"ISR"	"CVL"	"EDU"	"180"	"18"	"4"	"-9.0"	"STUDENTS,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c30a_15"	"---"	"NYT"	"`` It hurts me inside , but I can not say anything , '' said Mahmud Kabaha , 25 , a relative of the slain student from the Israeli Arab side of the village ."	"---"	"23849693"
"149"	"3587585_v0.0.0"	"19861228"	"1986"	"12"	"28"	"---COP"	""	"COP"	""	"AFGREF"	"AFG"	""	"REF"	"173"	"17"	"4"	"-5.0"	"REFUGEES,1;SECURITY_SERVICES,1"	"28.63576"	"77.22445"	"New Delhi"	"National Capital Territory of Delhi"	"IND"	""	"5e29e62836b9743750f3c2b8_4"	"---"	"NYT"	"In India , the police briefly detained several hundred Afghan refugees after protests in New Delhi ."	"---"	"22769770"
"150"	"3587586_v0.0.0"	"20020506"	"2002"	"05"	"06"	"ISR"	"ISR"	""	""	"USA"	"USA"	""	""	"030"	"03"	"1"	"4.0"	""	"39.76"	"-98.5"	"United States"	""	"USA"	""	"5e29e62836b9743750f3c318_36"	"---"	"NYT"	"Israeli officials say Mr. Arafat was lying because he feared that an account of the meeting would become public and complicate his relationship with the United States ."	"---"	"23885794"
"151"	"3587587_v0.0.0"	"19840618"	"1984"	"06"	"18"	"---MED"	""	"MED"	""	"IND"	"IND"	""	""	"060"	"06"	"2"	"6.0"	""	"19.07283"	"72.88261"	"Mumbai"	""	"IND"	""	"5e29e62836b9743750f3c2a1_17"	"---"	"NYT"	"Large Protests in Several States The press agency also reported large protests in the states of Kashmir , Madhya Pradesh , Karnataka , Bombay and Uttar Pradesh , but gave no estimates of the number of protesters involved ."	"---"	"22601211"
"152"	"3587588_v0.0.0"	"20050713"	"2005"	"07"	"13"	"PSEREB"	"PSE"	"REB"	""	"---CVL"	""	"CVL"	""	"190"	"19"	"4"	"-10.0"	"SUICIDE_ATTACK,1;SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c345_0"	"---"	"NYT"	"A Palestinian suicide bomber set off his explosives Tuesday evening at a busy intersection outside a shopping mall here , killing himself and two women and wounding more than 50 people , the Israeli police said ."	"---"	"24054078"
"153"	"3587589_v0.0.0"	"20050612"	"2005"	"06"	"12"	"---UAF"	""	""	"UAF"	"---MIL"	""	"MIL"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,2"	""	""	""	""	""	""	"5e29e62836b9743750f3c342_3"	"---"	"NYT"	"Militants have staged demonstrations and clashed with security forces because they say they are being denied jobs in the Palestinian security services and because they are angry at being asked to stop displaying their guns in public ."	"---"	"24049692"
"154"	"3587590_v0.0.0"	"20020221"	"2002"	"02"	"21"	"---REB"	""	"REB"	""	"---CVL"	""	"CVL"	""	"170"	"17"	"4"	"-7.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c30f_5"	"---"	"NYT"	"Brandishing weapons , the rebels forced the turboprop plane with 30 passengers onto a remote country road , where dozens of other guerrillas were waiting in four-wheel-drive vehicles ."	"---"	"23855995"
"155"	"3587591_v0.0.0"	"19991014"	"1999"	"10"	"14"	"---CVL"	""	"CVL"	""	"---GOV"	""	"GOV"	""	"010"	"01"	"0"	"0.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2f1_6"	"---"	"NYT"	"`` Being downtown is a wonderful gesture of American openness , '' David M. Childs , the lead architect , said of the embassy , which cost $ 40 million to build and opens for business within the next few weeks ."	"---"	"23675439"
"156"	"3587592_v0.0.0"	"20040516"	"2004"	"05"	"16"	"MAR"	"MAR"	""	""	"JORUAF"	"JOR"	""	"UAF"	"010"	"01"	"0"	"0.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c334_67"	"---"	"NYT"	"The proof , the Moroccan officials said at the time , was a bank transfer to the group of between $ 50,000 and $ 70,000 from Abu Musab al-Zarqawi , the Jordanian militant ."	"---"	"24007052"
"157"	"3587593_v0.0.0"	"20011230"	"2001"	"12"	"30"	"---MIL"	""	"MIL"	""	"IMGMUSALQ"	"IMG"	""	"MUS;ALQ"	"100"	"10"	"3"	"-5.0"	"NAMED_TERROR_GROUP,1"	"33.0"	"66.0"	"Islamic Republic of Afghanistan"	""	"AFG"	""	"5e29e62836b9743750f3c307_205"	"---"	"NYT"	"Military planners insisted that an attack on Al Qaeda required thousands of troops invading Afghanistan ."	"---"	"23810040"
"158"	"3587594_v0.0.0"	"19860928"	"1986"	"09"	"28"	"---UAF"	""	""	"UAF"	"---CVL"	""	"CVL"	""	"181"	"18"	"4"	"-9.0"	""	"24.9056"	"67.0822"	"Karachi"	"Sindh"	"PAK"	""	"5e29e62836b9743750f3c2ba_29"	"---"	"NYT"	"Also in early September , armed gunmen seized a Pan American World Airways flight in Karachi , Pakistan , and took the passengers hostage ."	"---"	"22779688"
"159"	"3587595_v0.0.0"	"20001014"	"2000"	"10"	"14"	"---EDU"	""	"EDU"	""	"---CIV"	""	""	"CIV"	"141"	"14"	"4"	"-6.5"	"PUBLIC_TRANSIT,1;SCHOOLS,1"	"40.60177"	"-73.99403"	"Bensonhurst"	""	"USA"	""	"5e29e62836b9743750f3c2ff_22"	"---"	"NYT"	"Six teenage boys from Franklin Delano Roosevelt High School in Bensonhurst , Brooklyn , hopped off the B train and hurried up Third Avenue to join the crowd assembling a block away , on Second Avenue ."	"---"	"23760641"
"160"	"3587596_v0.0.0"	"20020714"	"2002"	"07"	"14"	"PAK"	"PAK"	""	""	"---PPL"	""	""	"PPL"	"190"	"19"	"4"	"-10.0"	""	"33.72148"	"73.04329"	"Islamabad"	"Islāmābād Capital Territory"	"PAK"	""	"5e29e62836b9743750f3c30b_8"	"---"	"NYT"	"Five people , including three foreigners , were killed in March in a grenade attack on a church in Islamabad ."	"---"	"23850418"
"161"	"3587597_v0.0.0"	"20020708"	"2002"	"07"	"08"	"ISR"	"ISR"	""	""	"---CVL"	""	"CVL"	""	"010"	"01"	"0"	"0.0"	"SUICIDE_ATTACK,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c30d_21"	"---"	"NYT"	"Israelis say more of their own victims are noncombatants , women and children , who are often killed or wounded in suicide bombings that Israelis consider morally repugnant ."	"---"	"23851804"
"162"	"3587598_v0.0.0"	"20051026"	"2005"	"10"	"26"	"AFG"	"AFG"	""	""	"---MIL"	""	"MIL"	""	"100"	"10"	"3"	"-5.0"	""	"33.0"	"44.0"	"Republic of Iraq"	""	"IRQ"	""	"5e29e62836b9743750f3c346_60"	"---"	"NYT"	"Iraq and Afghanistan are the first conflicts since 1973 to demand large continuous rotations of troops ."	"---"	"24068728"
"163"	"3587599_v0.0.0"	"20031006"	"2003"	"10"	"06"	"PSE"	"PSE"	""	""	"PSE"	"PSE"	""	""	"1724"	"17"	"4"	"-5.0"	""	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c321_0"	"---"	"NYT"	"Facing renewed threats from Israel , the Palestinian leader , Yasir Arafat declared a state of emergency in Palestinian areas on Sunday and installed a new government by decree ."	"---"	"23932147"
"164"	"3587600_v0.0.0"	"19970924"	"1997"	"09"	"24"	"---OPP"	""	"OPP"	""	"SCGSRB"	"SCG"	""	"SRB"	"171"	"17"	"4"	"-9.2"	""	"44.80401"	"20.46513"	"Belgrade"	"Central Serbia"	"SRB"	""	"5e29e62836b9743750f3c2e4_12"	"---"	"NYT"	"But when Mr. Milosevic 's party moved to try to keep opposition leaders from taking power , protesters took to the streets in Belgrade and other cities ."	"---"	"23564300"
"165"	"3587601_v0.0.0"	"20010720"	"2001"	"07"	"20"	"GBR"	"GBR"	""	""	"ITA"	"ITA"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"166"	"3587602_v0.0.0"	"19960926"	"1996"	"09"	"26"	"ISRMIL"	"ISR"	"MIL"	""	"PSE"	"PSE"	""	""	"040"	"04"	"1"	"1.0"	""	"31.66667"	"35.25"	"West Bank"	"West Bank"	"PSE"	""	"5e29e62836b9743750f3c2de_36"	"---"	"NYT"	"About 6 P.M. , several senior Israeli officers , including Major general Uzi Dayan , the chief of the Israeli Central Command , met with Palestinian officials , including Ismail Jaber , commander of all Palestinian forces in the West Bank , and arranged a mutual pullback ."	"---"	"23498517"
"167"	"3587603_v0.0.0"	"20040601"	"2004"	"06"	"01"	"---OPP"	""	"OPP"	""	"---COP"	""	"COP"	""	"190"	"19"	"4"	"-10.0"	"VIOLENT_UNREST,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c333_1"	"---"	"NYT"	"The attack set off a wave of violent protest , and angry demonstrators clashed with riot police officers across the city ."	"---"	"24006322"
"168"	"3587604_v0.0.0"	"20050611"	"2005"	"06"	"11"	"USAJUD"	"USA"	"JUD"	""	"---JUD"	""	"JUD"	""	"020"	"02"	"0"	"3.0"	""	"34.05223"	"-118.24368"	"Los Angeles"	"California"	"USA"	""	"5e29e62836b9743750f3c341_0"	"---"	"NYT"	"Prosecutors in Los Angeles asked a judge to revoke parole for a man who had served 19 years in prison for the 1963 `` Onion Field '' case ."	"---"	"24049512"
"169"	"3587605_v0.0.0"	"20020221"	"2002"	"02"	"21"	"---REB"	""	"REB"	""	"---LEG"	""	""	"LEG"	"171"	"17"	"4"	"-9.2"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c30f_6"	"---"	"NYT"	"The rebels then fled , taking Senator Jorge Eduardo Gechem Turbay with them ."	"---"	"23855995"
"170"	"3587606_v0.0.0"	"19860320"	"1986"	"03"	"20"	"---MED"	""	"MED"	""	"---MED"	""	"MED"	""	"130"	"13"	"3"	"-4.4"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2b5_46"	"---"	"NYT"	"On days of protest , radio stations will receive calls warning them not to broadcast reports on the demonstrations , according to a station manager ."	"---"	"22745591"
"171"	"3587607_v0.0.0"	"20040129"	"2004"	"01"	"29"	"EGY"	"EGY"	""	""	"PSE"	"PSE"	""	""	"040"	"04"	"1"	"1.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c32c_32"	"---"	"NYT"	"Senior Egyptian officials met Palestinian leaders on Tuesday , and two American envoys , John Wolf and David F. Satterfield , visited Mr. Qurei on Wednesday ."	"---"	"23972465"
"172"	"3587608_v0.0.0"	"19900206"	"1990"	"02"	"06"	"---LEG"	""	""	"LEG"	"DDR"	"DDR"	""	""	"054"	"05"	"1"	"6.0"	""	"51.5"	"10.5"	"Federal Republic of Germany"	""	"DEU"	""	"5e29e62836b9743750f3c2d1_30"	"---"	"NYT"	"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <photo> East Germany 's power sharing agreement was formalized yesterday by Parliament ."	"---"	"23025062"
"173"	"3587609_v0.0.0"	"20021010"	"2002"	"10"	"10"	"ISRMIL"	"ISR"	"MIL"	""	"EGY"	"EGY"	""	""	"171"	"17"	"4"	"-9.2"	""	"31.28781"	"34.23807"	"Rafaḩ"	""	"EGY"	""	"5e29e62836b9743750f3c313_16"	"---"	"NYT"	"The clashes between Israeli soldiers and Palestinians in the Gaza Strip took place in Rafah , near the border with Egypt , and left two youths , 16 and 17 , dead ."	"---"	"23873100"
"174"	"3587610_v0.0.0"	"20050713"	"2005"	"07"	"13"	"ISRMIL"	"ISR"	"MIL"	""	"PSE"	"PSE"	""	""	"08"	"08"	"2"	"5.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c345_41"	"---"	"NYT"	"The driver , a Palestinian who was the only person reported injured , was tied to the truck and had to be freed from the burning vehicle by Israeli security forces , the official said ."	"---"	"24054078"
"175"	"3587611_v0.0.0"	"20041115"	"2004"	"11"	"15"	"---CVL"	""	"CVL"	""	"IRQOCCMIL"	"IRQ"	""	"OCC;MIL"	"010"	"01"	"0"	"0.0"	""	"36.335"	"43.11889"	"Mosul"	"Muḩāfaz̧at Nīnawá"	"IRQ"	""	"5e29e62836b9743750f3c32f_3"	"---"	"NYT"	"Responding to a request from the provincial governor , thousands of Kurdish militiamen from outside Mosul began taking up positions in the streets , and residents said they saw Iraqi Army vehicles rumbling in from the south ."	"---"	"23989893"
"176"	"3587612_v0.0.0"	"20050712"	"2005"	"07"	"12"	"IRQOCC"	"IRQ"	""	"OCC"	"---REB"	""	"REB"	""	"193"	"19"	"4"	"-10.0"	"CHECKPOINT,1;SECURITY_SERVICES,1"	"33.80809"	"44.53343"	"Khāliş"	"Diyālá"	"IRQ"	""	"5e29e62836b9743750f3c344_4"	"---"	"NYT"	"Guerrillas firing mortars , machine guns and semiautomatic weapons stormed an Iraqi checkpoint about 5 a.m. , killing eight Iraqi soldiers , said the Khalis police chief , Col. Mahdi Saleh ."	"---"	"24053883"
"177"	"3587613_v0.0.0"	"20011230"	"2001"	"12"	"30"	"---GOV"	""	"GOV"	""	"USA"	"USA"	""	""	"170"	"17"	"4"	"-7.0"	""	"39.76"	"-98.5"	"United States"	""	"USA"	""	"5e29e62836b9743750f3c307_334"	"---"	"NYT"	"Administration begins blocking $ 255 million of Taliban-controlled assets in U.S. accounts ; its search for assets in the Middle East and South Asia is stymied ."	"---"	"23810040"
"178"	"3587614_v0.0.0"	"19840618"	"1984"	"06"	"18"	"---OPP"	""	"OPP"	""	"INDGOV"	"IND"	"GOV"	""	"141"	"14"	"4"	"-6.5"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2a1_14"	"---"	"NYT"	"The demonstrators burned a straw-and-paper effigy of Prime Minister Indira Gandhi , chanted demands for an independent Sikh homeland and taunted the police ."	"---"	"22601211"
"179"	"3587615_v0.0.0"	"19850606"	"1985"	"06"	"06"	"USA"	"USA"	""	""	"USA"	"USA"	""	""	"060"	"06"	"2"	"6.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2aa_26"	"---"	"NYT"	"He gave each participant a framed copy of the American Declaration of Independence and an inscribed copy of a bowl used in the home of George Washington ."	"---"	"22690193"
"180"	"3587616_v0.0.0"	"19910111"	"1991"	"01"	"11"	"USA"	"USA"	""	""	"ISR"	"ISR"	""	""	"050"	"05"	"1"	"3.5"	""	"39.76"	"-98.5"	"United States"	""	"USA"	""	"5e29e62836b9743750f3c2d6_3"	"---"	"NYT"	"The United States had intervened to persuade the British , French and Israelis to withdraw their forces ."	"---"	"23165412"
"181"	"3587617_v0.0.0"	"20020811"	"2002"	"08"	"11"	"---JUD"	""	"JUD"	""	"USAGOV"	"USA"	"GOV"	""	"100"	"10"	"3"	"-5.0"	"NAMED_TERROR_GROUP,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c315_5"	"---"	"NYT"	"A federal judge ordered the Bush administration to release the names by Aug. 17 , but it filed a stay on Aug. 8 to challenge the ruling , arguing among other things that the White House does not want to give Al Qaeda a road map to the investigation by letting it know who has been interrogated ."	"---"	"23878733"
"182"	"3587618_v0.0.0"	"19980905"	"1998"	"09"	"05"	"---EDU"	""	"EDU"	""	"---EDU"	""	"EDU"	""	"051"	"05"	"1"	"3.4"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2eb_38"	"---"	"NYT"	"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Schoolteachers in Middletown Township , N.J. , cheered themselves at a union meeting yesterday ."	"---"	"23652688"
"183"	"3587619_v0.0.0"	"20060118"	"2006"	"01"	"18"	"IRQOCCREB"	"IRQ"	""	"OCC;REB"	"---PPL"	""	""	"PPL"	"190"	"19"	"4"	"-10.0"	""	"33.0"	"44.0"	"Republic of Iraq"	""	"IRQ"	""	"5e29e62836b9743750f3c337_18"	"---"	"NYT"	"Insurgent attacks across Iraq on Tuesday killed at least nine people ."	"---"	"24022493"
"184"	"3587620_v0.0.0"	"20060118"	"2006"	"01"	"18"	"---REB"	""	"REB"	""	"IRQOCC"	"IRQ"	""	"OCC"	"190"	"19"	"4"	"-10.0"	""	"35.46806"	"44.39222"	"Kirkuk"	"Muḩāfaz̧at Kirkūk"	"IRQ"	""	"5e29e62836b9743750f3c337_24"	"---"	"NYT"	"In Kirkuk , in the north , insurgents attacked the local office of Iraq 's public integrity commission , killing one guard and wounding another ."	"---"	"24022493"
"185"	"3587621_v0.0.0"	"20010720"	"2001"	"07"	"20"	"USA"	"USA"	""	""	"CAN"	"CAN"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"186"	"3587622_v0.0.0"	"19871113"	"1987"	"11"	"13"	"---GOVOPP"	""	"GOV"	"OPP"	"---LEG"	""	""	"LEG"	"183"	"18"	"4"	"-10.0"	"VIOLENT_UNREST,1"	"23.7104"	"90.40744"	"Dhaka"	"Dhaka Division"	"BGD"	""	"5e29e62836b9743750f3c2c1_6"	"---"	"NYT"	"In Dhaka , anti government rioters ransacked or threw bombs at the homes of one political leader and one member of Parliament from the ruling National Party ."	"---"	"22833705"
"187"	"3587623_v0.0.0"	"19800928"	"1980"	"09"	"28"	"---GOV"	""	"GOV"	""	"---UAF"	""	""	"UAF"	"170"	"17"	"4"	"-7.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c28e_44"	"---"	"NYT"	"With the left thus weakened , the pertinent question now seems to be whether the junta can curb armed forces brutality ."	"---"	"22366634"
"188"	"3587624_v0.0.0"	"20020419"	"2002"	"04"	"19"	"IRN"	"IRN"	""	""	"IRN"	"IRN"	""	""	"074"	"07"	"2"	"8.5"	""	"32.0"	"53.0"	"Islamic Republic of Iran"	""	"IRN"	""	"5e29e62836b9743750f3c31a_1"	"---"	"NYT"	"The hostages won their case by default because Iran failed to defend itself ."	"---"	"23887647"
"189"	"3587625_v0.0.0"	"19880208"	"1988"	"02"	"08"	"---PPL"	""	""	"PPL"	"---PPL"	""	""	"PPL"	"040"	"04"	"1"	"1.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c2c6_26"	"---"	"NYT"	"`` Most people think he 's a super man . ''"	"---"	"22900810"
"190"	"3587626_v0.0.0"	"20011230"	"2001"	"12"	"30"	"USA"	"USA"	""	""	"USAELI"	"USA"	""	"ELI"	"043"	"04"	"1"	"2.8"	""	"35.46756"	"-97.51643"	"Oklahoma City"	"Oklahoma"	"USA"	""	"5e29e62836b9743750f3c307_81"	"---"	"NYT"	"President Clinton visited Oklahoma City for a memorial service , signaling the political import of the event ."	"---"	"23810040"
"191"	"3587627_v0.0.0"	"20040202"	"2004"	"02"	"02"	"---REB"	""	"REB"	""	"---PPL"	""	""	"PPL"	"1831"	"18"	"4"	"-10.0"	"SUICIDE_ATTACK,1"	"33.0"	"44.0"	"Republic of Iraq"	""	"IRQ"	""	"5e29e62836b9743750f3c32d_0"	"---"	"NYT"	"Two suicide bombers killed at least 56 people and wounded at least 200 here on Sunday during Muslim holiday celebrations inside the separate headquarters of Iraq 's two leading Kurdish political parties , officials said ."	"---"	"23976893"
"192"	"3587628_v0.0.0"	"19871130"	"1987"	"11"	"30"	"---MED"	""	"MED"	""	"KORELI"	"KOR"	""	"ELI"	"010"	"01"	"0"	"0.0"	"ID_DEMOCRACY,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c2bf_55"	"---"	"NYT"	"`` The support of the people is for the Reunification Democratic Party only , '' the spokesman said , referring to Kim Young Sam 's party ."	"---"	"22830800"
"193"	"3587629_v0.0.0"	"20010605"	"2001"	"06"	"05"	"---GOV"	""	"GOV"	""	"---CVL"	""	"CVL"	""	"110"	"11"	"3"	"-2.0"	""	""	""	""	""	""	""	"5e29e62836b9743750f3c306_13"	"---"	"NYT"	"According to those accounts , the then-crown prince argued at dinner with his parents about his choice of a bride ."	"---"	"23806861"
"194"	"3587630_v0.0.0"	"20060118"	"2006"	"01"	"18"	"---REB"	""	"REB"	""	"IRQOCCCOPMIL"	"IRQ"	""	"OCC;COP;MIL"	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c337_22"	"---"	"NYT"	"Insurgents attack Iraqi police and army forces almost daily , and foreign contractors are also frequent targets ."	"---"	"24022493"
"195"	"3587631_v0.0.0"	"20041102"	"2004"	"11"	"02"	"ISRSPY"	"ISR"	"SPY"	""	"---REB"	""	"REB"	""	"010"	"01"	"0"	"0.0"	"SUICIDE_ATTACK,1;SECURITY_SERVICES,1"	"31.5"	"34.75"	"State of Israel"	""	"ISR"	""	"5e29e62836b9743750f3c327_23"	"---"	"NYT"	"Earlier on Monday , before the bombing , the director of the Shin Bet security service , Avi Dichter , said at a conference that suicide bombers were the worst problem facing Israel ; while they represented fewer than 1 percent of militants attacking Israelis , they were responsible for 65 percent of the victims ."	"---"	"23964526"
"196"	"3587632_v0.0.0"	"20010720"	"2001"	"07"	"20"	"ITA"	"ITA"	""	""	"CAN"	"CAN"	""	""	"040"	"04"	"1"	"1.0"	""	"35.68536"	"139.75309"	"Japan"	""	"JPN"	""	"5e29e62836b9743750f3c304_14"	"---"	"NYT"	"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday ."	"---"	"23787819"
"197"	"3587633_v0.0.0"	"20020203"	"2002"	"02"	"03"	"---COPGOV"	""	"COP"	"GOV"	"---OPP"	""	"OPP"	""	"190"	"19"	"4"	"-10.0"	"SECURITY_SERVICES,1"	""	""	""	""	""	""	"5e29e62836b9743750f3c31e_56"	"---"	"NYT"	"At Grand Central Terminal , a group of about 200 protesters entered the station just after 7 p.m. and were surrounded by dozens of uniformed police officers , many of them from the Metropolitan Transportation Authority ."	"---"	"23897044"
"198"	"3587634_v0.0.0"	"20050505"	"2005"	"05"	"05"	"---GOV"	""	"GOV"	""	"IRQOCC"	"IRQ"	""	"OCC"	"015"	"01"	"0"	"0.0"	""	"36.19257"	"44.01062"	"Erbil"	"Muḩāfaz̧at Arbīl"	"IRQ"	""	"5e29e62836b9743750f3c340_32"	"---"	"NYT"	"Mr. Sadeq , the Kurdish Interior Ministry official , said Wednesday 's attack in Erbil had been carried out in much the same fashion ."	"---"	"24044048"
