,aid,code,text,correct
122,23938493,1831,(Photo by Steven Lee Myers/The New York Times); The body of a suicide bomber lay on the ground after she and another female suicide bomber killed at least 16 people at a music festival in Moscow in July.,1
123,23944882,181,"North Korea has only admitted to abducting 13 Japanese, but a citizens' group made public this week a list of 143 possible abductees.",1
124,23946798,1831,"""A suicide bomber blew herself up in a cafe in Ankara, the capital, injuring one other person.",1
125,23951459,141,"""Saddam Hussein's rule collapsed in a matter of hours today across much of this capital city as ordinary Iraqis took to the streets in their thousands to topple Mr. Hussein's statues, loot government ministries and interrogation centers and to give a cheering, often tearful welcome to advancing American troops.\n\n\n\nAfter three weeks battling their way north from Kuwait against Mr. Hussein's hard-core loyalists,",1
126,23965701,186,"\n\nA Father's Presence\n\nWhatever Mr. Bush's reasons for the war, it is hard not to consider whether it was in part a personal vendetta for a man who has often publicly recalled a plot directed by Mr. Hussein to assassinate his father in 1993.",1
127,23976466,1831,"""As many as 70 people were killed Wednesday when a suicide bomber detonated an explosive-packed sedan on a busy street here.",1
128,23977328,141,"\nIn December, the city installed two poles along the boulevard between 23rd and 26th Avenues for the row of meters, poles that did not go unnoticed by Phil Konigsberg, president of the Bay Terrace Community Alliance, a local civic group.\n''There are still some private residences on that part of Bell Boulevard and people who park their cars on the street,'' Mr. Konigsberg said.\n\nAfter he led two protests, the city backed off.",1
129,23979137,1831,"Most recently, a suicide bomber attacked a Shiite mosque there on May 7, killing 14 people.\n&lt;umient&gt;&lt;uopts&gt;&lt;ety&gt;41&lt;/ety&gt;&lt;enum&gt;0&lt;/enum&gt;&lt;/uopts&gt;&lt;abstext&gt;Map of Pakistan highlighting Karachi: Karachi has been racked by sectarian and military violence.\n&lt;/abstext&gt;&lt;/umient&gt;""",1
130,23990185,1723," bogged down amid outrage over reports of civilian casualties, and insurgents consolidated their control over the city in May.\nAmerican and Iraqi officials have said securing Falluja is a crucial step in ensuring that elections planned for January can be conducted safely.\n\nAfter a day of violence in several cities across the country, Prime Minister Ayad Allawi declared a daily curfew in Baghdad from 10:30 p.m. to 4 a.m., to last indefinitely, the first in the capital in more than a year.",1
131,23990757,181,"The 34-year old gunman, who was holding a hostage when officers arrived, surrendered after about 30 minutes of negotiations, Chief Thomas Bauer of the Oak Creek Police Department said.",1
132,23991741,141,"They chanted, ''Thank you, Red Sox!''\n\n\n\nPitcher Tim Wakefield, the longest-tenured Red Sox player, said he knew of a chant that would never be repeated, at Yankee Stadium or anywhere else.",0
133,23993153,1831,"On Oct. 1, 31 Shiites were killed when a suicide bomber blew himself up in a mosque in eastern Pakistan.\nThe Pakistani authorities had put the country on high alert and banned religious gatherings, except for Friday Prayer, after the Oct. 7 bombing.\nThe Pakistani officials also denounced the recent attacks and branded them as terrorism, trying to play down the sectarian aspect despite the increasing tensions between the sects.\n\nThe continuing violence poses a growing problem for President Pervez Musharraf, an important ally of the United States in its fight against terrorism.",1
134,23996850,143,"Early in the strike, the Israelis secretly filmed Mr. Barghouti eating to discredit him.\n\n\n\nAfter the suicide bombings in Beersheba this week, Israel kept up its threats to Syria, which it blamed for playing host to the operational leadership of the terrorist group Hamas.",0
135,23997364,1831,"Each polling station had at least 12 soldiers with automatic weapons, and Grozny became a maze of new checkpoints, with Russian armor deployed throughout.\n\n\nGrozny was empty of normal life on Sunday, bristling only with men with guns.\n\nNo major disturbances were reported, although a man with a small bomb blew himself up on the street here after being chased away from a polling station by soldiers assigned to guard it.",1
136,23997396,145,"But a post-march gathering on the Great Lawn of the park was peaceful.\n\n\n\nAt a news conference last night, Police Commissioner Raymond W. Kelly said there had been about 200 arrests, mostly for disorderly conduct, though nine people were charged with felony assaults on officers who were seizing a tenth suspect for setting a small fire outside the Garden,",1
137,24003641,145,"Demonstrators hurled paving stones at police, who responded with batons, tear gas and water cannons.",1
138,24009800,1831,"On Sept. 11, 2001, only about 6 percent of the F.B.I.'s agent workforce was assigned to terrorism.\n\n\n\nIn October 2000, two Qaeda suicide bombers in a small boat packed with explosives attacked the Navy destroyer Cole in the Yemeni port of Aden, killing 17 American sailors.",1
139,24012760,1831,"On Dec. 25, at least 14 people were killed when two suicide bombers plowed their vehicles into General Musharraf's motorcade.\nThe attacks came two months after the release of an audiotape purportedly from Al Qaeda's No. 2 leader, Ayman al-Zawahiri, who urged Pakistanis to overthrow the president.\nIn his remarks on Monday, General Musharraf, wearing military fatigues, explained his government's actions and policies, trying to allay the apprehensions of the tribal people and overcome resistance to the military campaign in their region.\n\nThis is the first time Pakistan has sent soldiers into the mountainous tribal areas,",1
140,24016041,186,"Mr. Kostunica withdrew his Serbian Democratic Party from the coalition, accusing the prime minister, Zoran Djindjic, of abusing the law in his pursuit of reforms and failing to crackdown on criminals, some of whom the president claimed were closely linked to Mr. Djindjic.\n\n\n\nTwo senior aides to Mr. Djindjic, who was assassinated last March by a member of an elite police squad that prosecutors say has links to organized crime,",1
141,24029328,141,"\n\nThe Public Arts Council, now known as the Public Art Fund, had the work installed in 1968 at the chaotic intersection as part of its citywide ''Sculpture and the Environment'' exhibit.\n\n''Alamo'' was intended for a temporary six-month stay, but when the time for its removal approached, Cooper Union students who had taken a shine to it rose up in protest.",1
142,24034241,1831,"""Suicide bombers killed 13 Iraqi soldiers in two separate attacks here Wednesday morning, the latest violence in a recent surge aimed at Iraq's security forces.\n\nIn the first bombing, a sedan packed with explosives sped into a crowd gathered outside an army compound at the former Muthanna airport in central Baghdad about 7 a.m., killing six soldiers, Iraqi officials said.",1
143,24035403,1831,"""A suicide bomber walked into a Shiite mosque in the northern city of Mosul on Thursday and detonated explosives strapped to his body, killing about 40 people and wounding at least 60, officials and witnesses said.\n\nThe attack occurred as senior Shiite and Kurdish officials said in interviews that they had reached an agreement in principle on forming a coalition government, but were still negotiating some sticking points.",1
144,24044612,1831,"On the day after the police raid, a suicide bomber detonated his vehicle outside Mr. Qaisi's offices, killing a bystander and wounding several others.",1
145,24045755,1831,"In addition, two suicide bombers blew themselves up near a town courthouse just north of Baghdad, killing five other people and narrowly missing a regional governor.\n\n\n\nIn a series of grisly discoveries on Sunday that are becoming increasingly common here, the Interior Ministry said, the authorities found the corpses, some of soldiers and some apparently of civilians, in Baghdad and three other cities.",1
146,24055960,1831,"The attack was the second on the Sadeer, where Western contractors live; in March, a suicide bomber killed one person and wounded 40 others.\n\n\n\nOn Monday, the attack destroyed seven small shops, owned by struggling Iraqi businessmen, that sold goods as varied as cigarettes and furniture.",1
147,24063647,186,"Mr. Moiseyev, the prosecutor, said it was the first time a case had been filed in Nizhny Novgorod under that article in the criminal code.\n\n\nBoth charges involved open letters published in 2004 by Aslan Maskhadov, the Chechen leader killed by Russian forces in March, and by Akhmed Zakayev, the separatist spokesman who received political asylum in Britain.\n\nThe letters passionately criticized Kremlin policies, but did not single out any ethnic group.",1
148,24067964,143,"In January, they largely boycotted the balloting.\n\n\n\nTurnout among registered voters reached 88 percent in Salahuddin Province, the birthplace of the deposed Iraqi dictator, Saddam Hussein, and 58 percent in Nineveh, a Sunni-majority province that has been torn by violence, according to statistics released by the Independent Election Commission of Iraq.",1
149,24076798,1831,"A string of attacks in central Iraq killed at least 20 people, including 10 Shiite worshipers, who died when a bomber on a bicycle blew himself up in the courtyard of their mosque in Balad Ruz.",1
