,aid,code,text,correct
124,23592676,185,"""Three suspected Basque separatist guerrillas went on trial in Spain's high court today, accused of plotting to kill King Juan Carlos in 1995.",1
125,23599154,1724,"Pete Wilson, who toured the stricken area around Monterey today, has declared a state of emergency in 22 of California's 58 counties, most of them in the Sacramento Valley and along the coast north of Monterey.",1
126,23600197,185," would not discuss Mr. bin Laden's legal status nor would he comment on reports that the indictment accused Mr. bin Laden of plotting to kill President Clinton in 1994 during a visit to the Philippines.\n\n\n\nMr. al-'Owhali first emerged as a possible suspect when Kenyan authorities contacted him two days after the bombing in Nairobi, according to a Federal complaint signed by an F.B.I. agent, Daniel J. Coleman.",1
127,23609021,1823," barbecues and other outings for children.\n\n\n\nAnd as prosecutors prepared to seek a second-degree murder charge against the suspect -- a 17-year old who was paroled in April after serving only two years for beating a homeless man to death when he was 15 and who is charged with killing another man two weeks ago -- there were expressions of outrage at City Hall.\n\n\n\nMayor Rudolph W. Giuliani noted at a news conference that Officer Carter, the son of a police officer, had a record of commendations and 76 arrests, and that the suspect,",1
128,23613001,1823,"The Atlantic County Prosecutor, Jeffrey Blitz, said the second skull had not been identified.\n\n\n\n  Ernest Ireland, 51, has been charged with beating Mr. Dallman to death and burying him in the basement.",1
129,23614872,1821,"\n\n\nMaureen Kanka, who campaigned for the law after her 7-year old daughter Megan was raped and murdered by a paroled convict in her neighborhood in 1994, said at a seminar on child abuse today that swift and full prosecutions will reduce harassment of parolees.\n\n\n''I",1
130,23618019,1712,"\n\n\nIt was the word of a confidential informer who spoke of drugs and guns that led a team of police officers to break down the door of an apartment in Crown Heights, Brooklyn, on May 1.",0
131,23618188,182,"""The unseeded American Vince Spadea reached his first ATP final yesterday, beating the defending Raiffeisen Grand Prix champion, Marcelo Filippini, 6-3, 6-0.\nIn today's final in St. Poelten, Austria, Spadea, ranked 62d in the world, will face top-seeded Marcelo Rios for the title.",0
132,23620424,1712,"Officials later said they had hit the wrong apartment.\n\n\n\n*That same day, the police broke down the door of another Bronx apartment, only to find an 18-year old woman who was eight months pregnant napping with her two children.",0
133,23643554,1823,"Then in 1968, Red Guards called her husband a ''capitalist roader'' and beat him to death, she says, leaving her and their three children penniless.\n\n\n\n''I am not asking for another life in return for the life of my husband,'' she said, clutching her husband's army discharge card and a stack of tattered letters from offices that denied they had jurisdiction.",1
134,23651567,182,"Instead, the indictment charged, he raped and sodomized her and then fatally shot her in the head.\n\nThe indictment charged that Mr. Gordon then went to a second-floor apartment and fatally shot two women, Mary Mouzon, 33, and Hadiyah Holliman, 18, and beat Ms. Holliman's twin sister, Zakkiyah Holliman, with a hammer.",0
135,23653242,1821,"Civil rights and minority groups had expressed concern about stepping up a police presence because of often-strained relations among young minority students and police officers.\n\n\nBut the Division of School Safety has been the subject of no fewer than seven investigations since 1971 by the board, city and outside auditors, all of which found lapses in training, recruitment and discipline.\nOver the years, there have been several incidents in which safety officers have been arrested on charges of sexually assaulting students or possessing drugs.\nA high-ranking school administration official said there were no plans to dismiss any of the current safety officers,",1
136,23655106,1724,"''They are using the villagers as weapons in their struggle,'' he said, ''and it is very dangerous.''\n\n\n\nIndonesia's generals have seized on the Free Aceh Movement as a justification for Indonesia to impose martial law in the province.",1
137,23659127,1823,"The bronze statue in East London of Steve Biko, the anti-apartheid activist who was beaten to death by the police in 1977, is widely acknowledged to be a nice idea, dreadfully molded.\n\n\nThe statue of the new Mayor of the little dorp of Wepener, put up to counterbalance the old one of the brutal 19th-century Kommandant Louw Wepener,",1
138,23660844,182,"Later, though, he told reporters he supported an inquest jury's conclusion that the shooting had been accidental.\n\n\n\nIn 1998, he told a columnist for The Seattle Post-Intelligencer that as a young police officer in San Diego, he had beaten up gays and used racial slurs to harass members of minority groups.",1
139,23669603,1822,"""A federal prosecutor held yesterday that the police officer who tortured Abner Louima deserved no mercy and should be sentenced to life in prison without the possibility of parole.\n\nCalling the incident ''one of the most serious nonlethal acts of police brutality in the history of New York City,'' the prosecutor denounced as ''reprehensible'' the initial suggestion of the officer, Justin A. Volpe, and his lawyer that Mr. Louima had suffered his severe internal injuries during a homosexual act.\n\n\nArguing in court papers for the maximum penalty,",1
140,23673222,1821,"""The mother of a 13-year old boy who says he was sexually assaulted by a Yale professor has sued him, the university and the New Haven Board of Education.\n  The suit claims that Antonio Lasaga, a geology professor, abused the boy while mentoring him in a New Haven public school program.",1
141,23673906,1711,"Feerick was convicted of unlawful imprisonment, trespassing, official misconduct and coercion for her role in a 1990 incident in which she and several officers under her command raided two East Harlem apartments.",1
142,23686162,1821,"''Albanian criminal gangs go over to burn Serbian churches and the roots of our religion, raping Serbs and kidnapping them and burning their houses.",1
143,23693050,1822,"Like Justin A. Volpe, the officer who on May 25 admitted torturing Abner Louima, Mr. Schwarz could face life in prison.",1
144,23705775,185,"""A Federal judge here in the trial of seven Cuban exiles accused of plotting to kill Fidel Castro has reversed a ruling he made in January to move the trial to Miami and instead has ordered the proceedings to continue in Puerto Rico.\n\nLawyers for the defendants, six of whom own homes in the Miami area, said today that they regarded the ruling, made Monday by United States District Court Judge Hector M. Laffitte, a setback.",1
145,23728535,1711,"Kim Dong Jin joined the North Korean Army after being jailed several times for his Communist beliefs.\nThe South Korean Army then threw his father into prison because of his son's activities and confiscated all of the family's possessions, Kim Dong Man said.",1
146,23749404,1712,"The objects of Aslan's desire are Russians, especially those Russian soldiers who destroyed his home this winter in the village of Urus-Martan.\n\nRussians have no monopoly on horror in this harrowing conflict.",1
147,23755272,185,"""The key witness in the trial of a man charged with plotting to kill a state judge testified yesterday that his own life as a career criminal was intricately intertwined with work as a government informer, passing information in exchange for leniency.\n\nThe witness is a jail-house informant,",1
148,23767317,1821,He also faces charges in State Superior Court that he sexually assaulted a 13-year old New Haven boy whom he had taught as part of a mentoring program.,1
149,23771616,1712,An agitated man said Russian artillery strikes had destroyed his home.,1
150,23787688,1822," it was disclosed that it contradicted the testimony of Detective Eric Turetzky, the government's chief witness in the infamous brutality case.\n\nThe emergence of the document created such a flurry because Detective Turetzky was the factual cornerstone of the government's claim that Mr. Schwarz led Mr. Louima into a police station bathroom, where another officer eventually tortured Mr. Louima with a broken broomstick.\n\n\n\nAccording to people briefed on the evidence in the case,",1
151,23788831,1822," while usually only lightly punishing those whose abuse goes too far.\n\n\nThe two policemen who tortured Mr. Du into confessing were sentenced last month to suspended one-year and one-and-a-half year sentences respectively.\nCompounding the problem is an untrained and politically beholden judiciary.\nJudges in China are not required to have any legal training, and few do.",1
152,23794332,1823,"The kidnappers said last week that they had beheaded Mr. Sobero, who is from Corona, Calif.\nThe other two Americans, a missionary couple from Wichita, Kan., Gracia and Martin Burnham, were still in captivity but are believed to be alive.",1
153,23801825,1822,"""Settlement talks in Abner Louima's federal lawsuit against the city and the police union have stalled, and a judge has postponed a conference in the case scheduled for today, according to court papers and people familiar with the case.\n\nSeveral lawyers involved in the civil rights case filed by Mr. Louima, who was tortured by a police officer,",1
154,23812212,186,"He and his family were assassinated at the palace during a coup in 1978 by soldiers loyal to Taraki.\n\n\n1978\nNOOR MOHAMMAD TARAKI\n\nKnown for being cruel and crude, he lasted about a year until he was assassinated by being suffocated to death on the orders of his vice president.",1
155,23817693,1821,"""A high school student here has been accused of sexually assaulting a classmate -- an awful allegation for any community, but particularly for this suburban enclave, which is still smarting over a highly publicized assault case more than a decade ago.\n\n\nIn 1989, bucolic Glen Ridge, where every street is graced by a gas-fueled lamplight, was rocked when a mildly retarded 17-year old girl was sexually assaulted by a group of Glen Ridge High School athletes.",1
156,23837729,1821,Mr. Trump said he wanted the ''criminals of every age'' who were accused of beating and raping a jogger in Central Park 12 days earlier ''to be afraid.'',1
157,23837986,1712," in dealing with the so-called Caroline Incident in 1837 when British troops attacked and sank an American ship, the then Secretary of State Webster made a point that an intrusion into the territory of another state can be justified as an act of self defense only in those ''cases in which the necessity of that self defense is instant, overwhelming and leaves no choice of means and no moment of deliberation.''",1
158,23843674,1821,"""A Roman Catholic priest was arrested yesterday in Texas on charges that two years ago he raped a woman on a couch in a Brooklyn rectory, where she had gone for advice about annulling her marriage, the authorities said.\n\nChurch officials in Brooklyn did not notify law enforcement officials of the woman's accusations against the priest, the Rev. Cyriacus Udegbulem, in 2000, and instead encouraged her to do so herself, a church spokesman said yesterday.",1
159,23843992,186,"There is also talk of creating a parliament or assembly to include more groups in the government.\n\n\nSome critics have complained that Mr. Karzai's government has been slow in confronting regional warlords and tracking down officials who assassinated a government minister this winter.\nBut if Mr. Karzai can deliver stability,",1
160,23850893,1712,"Food, water, electricity and ambulances have been blocked from the area for five days, Palestinian officials said.\n An Israeli human rights group said that Israeli forces have demolished Palestinian homes, including several with people still inside them, though that could not be verified.\nIsraeli military officials said missile attacks and bulldozers had destroyed homes from which Palestinian gunmen had fired on them, but they said that megaphones had been used to warn civilians.\n\nIsraeli officials said they have repeatedly asked surrounded Palestinian gunmen to lay down their arms and offered civilians opportunities to leave.",1
161,23854209,182,"''I wanted others to feel the awe I felt watching these workers,'' Mr. Garcetti said.\n\n\n\nDuring his eight years as Los Angeles district attorney, Mr. Garcetti was involved in the prosecution of O. J. Simpson and the aftermath of the trials of the officers accused of beating Rodney King.",1
162,23858834,182,"He went on to beat James J. Florio, then a young congressman, by 1,797 votes, said to be the narrowest margin on record.\n\n\nAs governor, Mr. Kean demonstrated that his Republicanism was more a matter of birth and tradition than of ideology.",0
163,23862505,182,"On the main thoroughfare in Minsk, the capital, riot police beat protesters with truncheons as they sat or kneeled on the pavement.",1
164,23865062,186," intelligence and military officials.\n\n\n\nIndeed, some senior advisors to Mr. Rumsfeld say a legal finding allowing lethal force to be used as part of a mission against a terrorist leader may not be necessary to send Special Operations forces to hunt, capture or kill Al Qaeda leaders in any country -- especially since the terror network attacked the United States on Sept. 11, creating a state of armed conflict.\n\n\n''We are at war with Al Qaeda,'' a senior advisor to Mr. Rumsfeld said.",0
165,23869905,1711,"""THE Suffolk County police officers who raided the Rainbow massage parlor in early August thought they would be able to shutter the Coram establishment for good by arresting three women on prostitution-related charges and carting away several makeshift beds, 47 condoms and $2,350.\n\n\n\nBut the massage parlor, operating in an old television repair shop with no sign advertising its more arcane business, was up and running again less than a week later at its usual busy commercial intersection, opposite a Home Depot on Route 112.",1
166,23878274,186," Nasr Jarrar, was holed up, to pass on a demand that he surrender.\n\n\n\nThe 19-year old youth, Nidal Abu Mohsen, was shot dead approaching the house -- each side accused the other of shooting -- and the Israelis blasted the house, killing the Hamas leader in the rubble.",1
167,23878858,1711,"At the time of his arrest, the police raided his apartment in southeast London and found a laptop computer containing articles about Al Qaeda and Osama bin Laden.\n\nOn his Website, Mr. Zain-ul Ibidin advertised a company called Sakina Security Services, which offered a two-week military-type training course in the United States.",1
168,23882070,1712,"The seven men were not Pakistanis, he said.\nHundreds of Pakistani troops continued to sweep the area around Wana, in the Pakistani tribal area of South Waziristan, for a group of Al Qaeda suspects believed to number about 35.\n\nOfficials said that Pakistani troops destroyed the home of a tribal elder suspected of providing shelter to the suspected militants.",1
169,23884652,1821,"He is accused of raping the student twice, once at Newton High School in Elmhurst in December and once near Forest Park in March, said Detective Cheryl Cox.",1
170,23891790,1821,"He detained Mr. Gauthe over a new accusation that back in the 1980's, the priest had raped a 12-year old sister of one of his altar-boy victims.\n\n\n\nLater, though, the state and the defense discovered a long-forgotten provision in Mr. Gauthe's plea bargain: immunity against further complaints on acts that had occurred before 1985.",1
171,23893284,182,"They know where he lives, and, after Mr. Lewis beat up a mugger who he said was sent by the dealers, they probably know that the bald man with the bulging eyes and graying beard also holds a second-degree black belt in jujitsu.",1
172,23895777,182,Two lower-ranking secret police officers were given three year jail terms for beating dissidents under the same plan.,1
173,23899670,1822,"All three, they said, were members of Jaish-e-Muhammad.\n\n\nThe teenager from the village ran off and joined Jaish-e-Muhammad after his father and older brother were arrested and tortured by the police, something that human rights groups say happens with alarming frequency.\n\nHis father, Abdul Sattar Khan, said his son had left without any explanation.",1
174,23907226,1724,"Hundreds of thousands of trees are estimated to have died, making them easy to burn.\n\n\n\nBecause of the bark beetle infestation, Gov. Gray Davis declared a state of emergency in March in San Diego, Riverside and San Bernardino Counties, easing regulations to allow property owners in those Southern California areas to more quickly remove dead and dying trees.\n\n\n\nThe United States secretary of agriculture,",1
175,23907472,1711,"The documents, which detail mass killings at Saddam Hussein's behest, were obtained by Kurdish militia fighters who raided the offices of military and Baath Party security officials in the northern cities of Erbil, Kirkuk and Sulaimaniya.\n\n\nIn addition, Indict, a London-based group,",1
176,23919706,1712,"\n\nRed Crescent minivans, manned by young women in white smocks and head scarves, traced the route of Sunday's battle, picking up the bodies of fallen Iraqi fighters.\nAlong the Shatt al-Arab waterway on the east side of the city, British troops broke down the doors to one of Mr. Hussein's palaces, empty except for carved teak, marble floors,",0
177,23921088,1712,"It may also have cost him his life.\n\n\n\nSince Mr. Djindjic was shot outside his office on Wednesday, the police have detained more than 180 suspects for questioning and destroyed the house of the leader of a Belgrade gang linked to the assassination.",1
178,23924990,1711,Public security officials searching her family's home seized Ms. Liu's computer and some floppy disks.,1
179,23930091,182,"''We need to beat them and beat them soon, or they are going to keep growing and getting stronger until they eventually beat us,'' Senator Gill said.\n\n\nState Senator Sharpe James, who is also Newark's mayor, said gangs were a statewide problem and called for more coordination of antigang policies among law enforcement agencies.\n\nAfter the news conference, Ms. Dow announced that 10 inmates at the jail annex had been charged with murdering the robbery suspect, Lamonte Gallemore of Newark, by beating him during an initiation into a street gang known as the Crips.",0
180,23930581,1712,"Relief workers in Gaza say soldiers have demolished dozens of Palestinian homes in Rafah during the last nine days.\n\n\nAn F.B.I. investigation continued Saturday into a bombing in Gaza on Wednesday that killed three American guards riding in a diplomatic convoy.\nIt was the first deadly attack on an official American mission in the Palestinian areas.\nPalestinian security officials said they had arrested a total of 10 people in connection with the bombing.\nThe suspects include four members of the Popular Resistance Committees,",1
181,23937326,1724,"The more serious issue is why the system's computers and human operators failed to isolate and limit the trouble.\n\nWill a precise cause be determined anytime soon?\nIt could take weeks.\nWho was hit the worst?\nProbably Detroit and Cleveland.\n\nPower was so slow to return in Detroit that on Friday Gov. Jennifer M. Granholm of Michigan declared a state of emergency in five counties, and sent thousands of gallons of water and gasoline to the city, along with state police officers and some National Guardsmen.\n\n\n\nGov. Bob Taft of Ohio declared a state of emergency in Cuyahoga County,",1
182,23942340,1712,"""Early on a Wednesday morning in May, officials from two law enforcement agencies broke down the door to an apartment of a frail man, Timothy Brockman, threw a stun grenade inside -- setting a carpet on fire -- then ordered him out of bed and handcuffed him as he lay face down.",0
183,23945447,1822,"The asylum seeker, Abas Amini, 33, a dissident and poet, spent six years in Iranian jails and was repeatedly tortured before coming to Britain in 2001.",1
184,23949205,186,"But Tutsi extremists assassinated the new president four months later.\n\n\n Credit: AP""",1
185,23953568,185,"""A group of white right wing South Africans who face many charges of terrorism and treason were accused yesterday of plotting to assassinate former President Nelson Mandela.",1
186,23961369,1821,"Despite the pressure on bishops over the last year to reveal the extent of the abuse, some refused to release the number of accusations or the names of the accused priests.\n\n\nDECADES OF DAMAGEThe Sexual Abuse Scandal&lt;break/&gt;\n\n&lt;umient&gt;\n&lt;uopts&gt;&lt;ety&gt;39&lt;/ety&gt;&lt;enum&gt;0&lt;/enum&gt;&lt;/uopts&gt;&lt;abstext&gt;\n\n Richard K. O'Connor says he was raped by three priests when he was 10.",1
187,23969061,186,"He got into film after he was pitched by Jason Kliot and Joana Vicente, the presidents of Open City films, to finance a movie starring Sean Penn, ''The Assassination of Richard Nixon''; Mr. Deutsch passed, the film was made (it will be released this year), and, feeling that he had let an opportunity go to waste, he joined forces with the company, taking on the role of angel investor.",0
188,23980057,1724,"""President Olusegun Obasanjo declared a state of emergency in the central state of Plateau on Tuesday, suspending its elected officials and putting a retired general in charge of a region racked for months by sectarian violence.\nOn state radio and television, Mr. Obasanjo accused Plateau officials of having ''wittingly and unwittingly encouraged acts that have subverted peace and tranquility.''",1
189,23981957,1821,"""Prosecutors suddenly dropped charges against two Montclair High School football players accused of raping a schoolmate because they concluded that the sex was not forced or violent but consensual, people with knowledge of the case said yesterday.\n\nIt is not clear if the girl, a 15-year old sophomore, recanted her replacementinal charge that the boys kidnapped her and forced her to have sex in the back of a car,",1
190,23987876,185,"South of the capital, near the Euphrates River, a volley of mortar fire struck a Marine base on Monday afternoon, wounding 13 marines and two civilians, military officials said.\n\n\n\n In Najaf, the Shiite holy city south of Baghdad, American and Iraqi forces arrested the deputy governor of the province along with 30 other Iraqis and charged them with plotting to kill the American-installed governor, police officials said.",1
191,23994712,1712,"Israel destroys the houses of Palestinians involved in violence, saying it serves as both punishment and a deterrent to future attacks.\nThe Palestinian Authority, headed by Yasir Arafat, condemned Wednesday's bombing, though Al Aksa Martyrs Brigades, a group loyal to Mr. Arafat, claimed responsibility for the attack.\n\nThe relationship between Al Aksa and Mr. Arafat's Fatah movement has been somewhat murky.",1
192,23997029,185,"In August, the group claimed to have carried out an attempt to assassinate Shaukat Aziz, then Pakistan's prime minister-designate; the attack killed eight people but left Mr. Aziz unhurt.\n\n\n\nThe bombings have occurred on either end of Sunday's presidential election in Chechnya, which has proved to be another ambiguous milestone in the war.",1
193,23998801,185,"But it remains a delicate relationship; the United States has not sold the Pakistanis the additional F-16 fighter jets it had promised and the Pakistanis have not allowed the Americans to directly interrogate Abdul Qadeer Khan, the father of the Pakistani nuclear program, who has acknowledged that he shared nuclear technology with Iran, North Korea and Libya.\n\n\n\nTwo assassination attempts against Pakistan's president, Gen. Pervez Musharraf, last year may have also played a role in that country's cooperation with the United States.",1
194,24003973,1823,"He said the soldiers were taking revenge for the beheading of an Afghan soldier and translator by Taliban fighters in the Arghandab district, the scene of recent heavy fighting.\n\n\nOn Wednesday, the A.P. and Reuters reported that Mr. Tokhi had retracted his account.",1
195,24005155,182,"Sharapova Defeats Golovin\nMariya Sharapova of Russia won her first singles title of the year yesterday, beating Tatiana Golovin of France, 4-6, 6-2, 6-1, in the final of the grass-court DFS Classic in Birmingham, England.\nSharapova had four double faults and was broken twice in the first set.",0
196,24017364,182,"\n\n\n\nAs was the case in Iowa last week, surveys of voters leaving the polls here suggested that they chose Mr. Kerry more for his electability than for his compatibility, with 46 percent of his supporters saying they voted for him because he was the best candidate to beat Mr. Bush, compared with 42 percent who said he shared their views on the issues.\n\n\n\nOne in five voters said electability was the quality most important to them, and 60 percent of those chose Mr. Kerry.",0
197,24027069,185," 1919 Connecticut Avenue NW, (202) 483-3000, www.hilton.com, is referred to as the Hinckley Hilton (to distinguish it from the dozen other Hiltons in the Washington area) for being the site of John Hinckley's assassination attempt on President Ronald Reagan in 1981.",1
198,24027447,1712,"Or they could go to one of the 24 resettlement camps that the government has started to build for some of the displaced.\nBut the notion of large numbers of people in close quarters guarded by soldiers raises sour memories -- and some real fear -- in the Aceh region of northwestern Sumatra, where the government has fought an insurgency for nearly 30 years.\n\nIn various phases of the long-running civil conflict, the government has herded people into relocation camps, often after houses were destroyed by the army.",1
199,24032552,1711,"\n\n&lt;umient&gt;\n&lt;uopts&gt;&lt;ety&gt;39&lt;/ety&gt;&lt;enum&gt;0&lt;/enum&gt;&lt;/uopts&gt;&lt;abstext&gt;\n\n Peter J. Criscuolo Jr., a state marshal, accompanies tow trucker drivers and tax collectors as they peruse streets for tax offenders.; New Haven is seizing the cars of drivers who owe motor vehicle taxes, by scanning license plates with a radar gun-type device.",1
200,24035919,186,"Mr. Nichols, who the police say killed a judge, a court reporter and a deputy sheriff at the courthouse on Friday and an off-duty federal customs agent later, gave up peacefully.\n\n\n''I honestly think when I looked at him that he did not want to do it anymore,'' Ms. Smith said in a statement broadcast Sunday evening on CNN.\nMs. Smith said Mr. Nichols took her hostage outside her apartment when she returned from a store about 2 a.m.",1
201,24046550,1823,"One episode was about an American police officer who stabbed his girlfriend to death and set a fire to cover it up.\n\n\n\n''It was pretty dramatic,'' said Paul DiMartino Jr., president of Milky Way.",1
202,24047881,1821,"The scandal that erupted in 2003 prompted several investigations, the ouster of the school's four top commanders and new policies.\n\n\nA separate court martial was under way on Saturday at the academy for a senior cadet accused of raping another cadet while on a diving club trip last year in New Mexico.\nWitnesses testified at a preliminary hearing in November that the senior cadet, Benjamin Kuster, said he was drunk and may have mistaken the woman for his girlfriend.",1
203,24049709,186," who cooperated with the Israelis' invasion in 1982 and was elected president behind their tanks.\n\n\n\nThe assassination of former Prime Minister Rafik Hariri in February set off the tumultuous chain of events -- including rallies calling for an end to Syrian occupation that eventually drew a million and a half Lebanese across religious divides -- that forced the Syrian president, Bashar al-Assad, to end his country's 29-year occupation.",1
204,24054445,1724," Mahmoud Abbas, and his interior minister, Nasser Youssef, declared a state of emergency in Gaza and ordered security services to stop Hamas and Islamic Jihad from firing on Israelis.\n\n\n\nMr. Abbas, who is in Gaza for talks with militant factions and to oversee the period before the Israeli pullout of its settlers from the strip in mid-August, is under increasing pressure from Israel and the United States to put an end to attacks against Israeli civilians.\n\n\nMr.",1
205,24055174,1823,"""Israel's Parliament on Wednesday easily voted down three bills aimed at delaying the withdrawal of Jewish settlers from the Gaza Strip, while in southern Israel, for the third straight day, security forces prevented pro-settlement demonstrators from marching on Gaza.\n\n\nLate on Wednesday, Reuters reported that a Palestinian boy had been stabbed to death by Israelis in the West Bank, citing reports from unidentified Palestinians.\n  The boy was taken to Rafidiah Hospital in Nablus, and Dr. Musa Alayan,",1
206,24057107,1822,"""The Egyptian police fatally tortured 22 prisoners in 2004, a marked increase from the 8 prisoners reportedly tortured to death a year earlier, according to a report by the Egyptian Organization for Human Rights.",1
207,24059856,1724,"\n\n\n&lt;/abstext&gt;\n&lt;/umient&gt;&lt;umient&gt;\n&lt;uopts&gt;&lt;ety&gt;37&lt;/ety&gt;&lt;enum&gt;0&lt;/enum&gt;&lt;/uopts&gt;&lt;abstext&gt;\n ''Illegal Crossings''\nEarlier this month, Gov. Bill Richardson declared a state of emergency in the southern New Mexico counties of Hidalgo, Grant,",1
208,24061940,185,"There were also unconfirmed reports that the son of Anbar Province's governor had been kidnapped from his college.\n\n\n\nIraqi officials say Mr. Hussein's first trial is expected to begin Oct. 19, when he faces charges that he ordered the killing of nearly 150 men and boys from the Shiite village of Dujail, 35 miles north of Baghdad, after a failed assassination attempt against him there in 1982.\n\n\n\nIf convicted, Mr. Hussein could be hanged soon afterward, eliminating the need for other prosecutions of charges of crimes against humanity, Iraqi officials have said.",1
209,24066113,1712,"Paramilitary forces demolished countless homes there in May and June, and Mr. Rose said the police were now rousting people from shopping centers and even from homes where they had been quietly selling goods to passers-by.\n\n\n\n''On Tuesday there came some police constabularies,'' he said.",1
210,24077519,1711,The proposal would also allow the authorities to seize some assets of those convicted of such a crime.\n\n\n\nProponents of the legislation have argued that such provisions would make it harder for illegal immigrants to thrive in the United States by discouraging people from helping them.,0
