document_id,aid,sentence_id,date_str,date,year,month,day,event_tense,root_code,code,source_actor_id,source_actor_name,source_country_codes,source_agent_id,source_agent_name,target_actor_id,target_actor_name,target_country_codes,target_agent_id,target_agent_name,text,batch
NYTborndigital_20030707_23941399,23941399,25,20030707,07/07/2003,2003,07,07,neutral,18,1831,32218,Bulgaria,BG,640,Employee,34539,"Palestinian Territory, Occupied",PS,,," though Palestinians shot and killed a Bulgarian worker who was apparently mistaken for an Israeli on a road in the West Bank.\nThree armed Palestinians have been killed in the past week, including one who apparently blew himself up in Gaza and two who were shot in confrontations with Israeli security forces in the West Bank.\n\nThe 5,500 Palestinian prisoners detained during the current Palestinian uprising include about 2,000 convicted and sentenced by Israeli courts.",14
NYTborndigital_20031006_23932147,23932147,0,20031006,10/06/2003,2003,10,06,neutral,18,1831,34539,"Palestinian Territory, Occupied",PS,600,Armed Gang,31843,Israel,IL,173,Citizen,"""Facing renewed threats from Israel, the Palestinian leader, Yasir Arafat declared a state of emergency in Palestinian areas on Sunday and installed a new government by decree.\nAhmed Qurei, who has been attempting to form the government for nearly a month, was appointed prime minister and head of the eight-member emergency cabinet.\n\n The move by Mr. Arafat came a day after a Palestinian suicide bomber killed 19 people in northern Israel.",69
NYTborndigital_19840502_22597726,22597726,4,19840502,05/02/1984,1984,05,02,neutral,18,181,31858,Iran,IR,332,Military,41262,United States,US,173,Citizen,"Carter ascribed her husband's loss to Mr. Reagan to the Iranian hostage crisis, in which Americans were held by Ayatollah Ruhollah Khomeini's forces in Teheran.",15
NYTborndigital_19900521_23025837,23025837,1,19900521,05/21/1990,1990,05,21,neutral,14,141,41262,United States,US,173,Citizen,,,,,,"e Shall Overcome,"""" about 100 people marched under heavy police escort on May 20, 1990 through the Flatbush section of Brooklyn, where race relations have been tense for weeks.""",36
NYTborndigital_19841227_22621682,22621682,0,19841227,12/27/1984,1984,12,27,neutral,18,181,32629,Chile,CL,537,Guerrilla,32629,Chile,CL,347,Media Personnel,"""A Chilean journalist kidnapped a week ago by leftist guerrillas was freed unharmed Tuesday night after Christmas appeals for his release.\n\nThe journalist, Sebastiano Bertolone, told reporters that he had been left in a district in the south of the capital and made his way to the residence of the Archbishop of Santiago,",90
NYTborndigital_19880204_22935425,22935425,9,19880204,02/04/1988,1988,02,04,neutral,18,181,31843,Israel,IL,271,Settler,34539,"Palestinian Territory, Occupied",PS,317,Academics,"The army opened fire in Dura, south of Hebron, where protesters were trying to set fires, and in the village of Silwad, where a protest developed over rumors that Israeli settlers had abducted several young men.\n\n\nAll the schools in the West Bank, including private and United Nations institutions, were ordered closed indefinitely today by the Israeli authorities, sending some 250,000 students home.",11
NYTborndigital_20020811_23878756,23878756,21,20020811,08/11/2002,2002,08,11,neutral,18,181,41262,United States,US,27,Law Enforcement,41262,United States,US,263,Criminal,"It is still recovering from a scandal involving several officers accused of beating and kidnapping suspects, filing false reports and obstructing justice.\n\n\nLast week, hundreds of young people gathered in downtown Oakland to protest the plan to hire 100 new officers, saying it would do little to squelch the violence.\n\n''Locking people up in prison, where they get even more hardened, is not the answer,'' said Joliet Rodriguez, a 20-year old student.",69
NYTborndigital_20051206_24074284,24074284,1,20051206,12/06/2005,2005,12,06,neutral,18,1831,32192,Bangladesh,BD,600,Armed Gang,32192,Bangladesh,BD,173,Citizen,"The victims included Anwarul Azim, the assistant general secretary of the Gazipur Bar Association, who died of his wounds on Monday.\n\n\n The authorities did not link the arrest to another attack on Nov. 29, in Chittagong, in which a suicide bomber struck a courthouse, killing himself and 2 other people, and wounding 17.\nThe police said the man taken into custody early Monday was seized at his home as he prepared a bomb for an attack on Monday morning.\nHe was identified as Enyatullah Ujjal,",44
NYTborndigital_20000610_23736666,23736666,28,20000610,06/10/2000,2000,06,10,neutral,18,1831,36336,Sri Lanka,LK,600,Armed Gang,36336,Sri Lanka,LK,173,Citizen,"t;break/&gt;\n\n\n\nSRI LANKA: 60 HELD IN BLASTThe police detained more than 60 people for questioning after a suicide bomber killed a government minister and 22 other people in Colombo, a senior police official said.",18
NYTborndigital_20050505_24044048,24044048,24,20050505,05/05/2005,2005,05,05,neutral,18,1831,31853,Iraq,IQ,173,Citizen,31853,Iraq,IQ,27,Law Enforcement,"Ten days earlier, a suicide car bomber in the Shiite city of Hilla killed at least 136 people, mostly Iraqi police and army recruits.",44
NYTborndigital_19810319_22381346,22381346,28,19810319,03/19/1981,1981,03,19,neutral,14,141,41262,United States,US,173,Citizen,,,,,,"A walkout by 160,000 miners is set to begin on March 27, and wildcat strikes erupted among more than 6,000 angry miners in Appalachia.",15
NYTborndigital_20020203_23897044,23897044,26,20020203,02/03/2002,2002,02,03,neutral,14,145,41262,United States,US,510,Protester,41262,United States,US,27,Law Enforcement," ''This is more fun than shopping.''\nAnd at East 51st Street and Lexington Avenue, the parade passed a small counter demonstration, in which people waved signs that said, ''The Police Are Great, It's Terrorists We Hate,'' and ''Seek Therapy.''\n\nBut the day had its share of tension, of clashes between protester and police officer.",8
NYTborndigital_19810215_22442530,22442530,48,19810215,02/15/1981,1981,02,15,neutral,14,141,34481,Poland,PL,90,Farm Worker,,,,,,"\n\n\n&lt;umient&gt;&lt;uopts&gt;&lt;ety&gt;41&lt;/ety&gt;&lt;enum&gt;0&lt;/enum&gt;&lt;/uopts&gt;&lt;illust&gt; photo of workers and farmers demonstrating graph of industrial production graph of agricultural output graph of balance of trade\n&lt;/illust&gt;&lt;/umient&gt;""",9
NYTborndigital_19841014_22598172,22598172,0,19841014,10/14/1984,1984,10,14,neutral,14,145,31843,Israel,IL,361,Jew,31843,Israel,IL,502,Congress,"""Several hundred Hasidic Jews broke through police barriers last night surrounding the Manhattan auditorium where the Prime Minister Shimon Peres of Israel was speaking to protest the bulldozing of an ancient graveyard in Israel.\n\nRabbi Issac Glick, of the Central Rabbinical Congress, said the protesters had assembled at Hunter College to protest the ''desecration'' of ancient Jewish cemeteries in Tiberias by builders constructing a new hotel wing.",35
NYTborndigital_19920704_23204013,23204013,0,19920704,07/04/1992,1992,07,04,neutral,18,181,41262,United States,US,27,Law Enforcement,41262,United States,US,713,Women,"""Jose Dolores Martinez, 41, shot his wife and her niece to death in their Bronx NY apartment on Jul 2, 1992 and then went to the home of his former girlfriend and stabbed her to death as well, and on Jul 3 killed himself after taking a woman and two children as hostages then releasing them to police after an hourlong standoff, police said.""",57
NYTborndigital_19811005_22398155,22398155,2,19811005,10/05/1981,1981,10,05,neutral,18,181,34539,"Palestinian Territory, Occupied",PS,537,Guerrilla,31843,Israel,IL,724,Men,"He held an Israeli man for several hours, but the hostage escaped unharmed and the guerrilla was captured.",70
NYTborndigital_20020106_23899921,23899921,0,20020106,01/06/2002,2002,01,06,neutral,14,141,38677,Zambia,ZM,633,Main Opposition,,,,,,"""With opposition parties crying foul and protesters taking to the streets, Zambia inaugurated a new president.",29
NYTborndigital_19991228_23713872,23713872,10,19991228,12/28/1999,1999,12,28,neutral,18,1831,36336,Sri Lanka,LK,600,Armed Gang,54063,R. Gandhi,IN,,,"He was killed at an election rally in Tamil Nadu by a suicide bomber, who was identified as a member of the Tigers, in an attack similar to the Dec. 18 assassination attempt on the Sri Lankan president.""",13
NYTborndigital_20010128_23822531,23822531,1,20010128,01/28/2001,2001,01,28,neutral,14,145,39290,Tanzania,TZ,510,Protester,39290,Tanzania,TZ,27,Law Enforcement,"One member of the security forces was decapitated, a police official said.\n\n\n  On the mainland, riot policemen fired tear-gas canisters at stone-throwing protesters in the capital, Dar es Salaam, and there were reports of violence in the Lake Victoria town of Mwanza.\nOn Wednesday the government banned demonstrations by Tanzania's main opposition party, the Civic United Front, and the police arrested its chairman, Ibrahim Lipumba.\nIn October.",3
NYTborndigital_19970924_23564300,23564300,6,19970924,09/24/1997,1997,09,24,neutral,14,141,118334,Serbia,RS,510,Protester,,,,,,"But when Mr. Milosevic's party moved to try to keep opposition leaders from taking power, protesters took to the streets in Belgrade and other cities.\n\n\nThe protests continued for more than two months, with tens of thousands of people taking part.",58
NYTborndigital_20020427_23886646,23886646,61,20020427,04/27/2002,2002,04,27,neutral,14,141,40956,Venezuela,VE,443,Business,,,,,,"Chavez's move to appoint his own allies to control the state-run oil company, Petroleos de Venezuela, prompted Mr. Bordones to join the protests on April 11.\nRelatives recall last seeing him alive when he left his daughter's house carrying a Venezuelan flag.",64
NYTborndigital_20010720_23787819,23787819,2,20010720,07/20/2001,2001,07,20,neutral,14,141,31850,Italy,IT,173,Citizen,,,,,," crowds of people -- young and old, neatly and outrageously dressed or hardly clad at all -- marched through the streets, dancing and singing to the accompaniment of bands, loudspeaker trucks and marchers with musical instruments.\n\n\n\nIt was the usual mixed group that has taken to protesting whenever leaders of governments or financial institutions like the International Monetary Fund come together.",28
NYTborndigital_19871130_22830800,22830800,9,19871130,11/30/1987,1987,11,30,neutral,14,145,35932,South Korea,KR,173,Citizen,,,,,,"But the sight of a crowd here chanting Kim Dae Jung's name and throwing rocks, together with the huge turnout for Mr. Kim in Seoul, may raise fears among Government and military officials, who despise Mr. Kim and label him a demagogue.\n\n\n\nSurrounded by a phalanx of guards holding clear plastic shields, wooden placards and metal folding chairs to protect him, Mr. Roh today appealed for calm as rocks and sticks sailed through the air and landed on the speaker's platform.",41
NYTborndigital_19860928_22779688,22779688,15,19860928,09/28/1986,1986,09,28,current,18,181,34185,Pakistan,PK,600,Armed Gang,34185,Pakistan,PK,173,Citizen,"Also in early September, armed gunmen seized a Pan American World Airways flight in Karachi, Pakistan, and took the passengers hostage.",61
NYTborndigital_20021010_23873100,23873100,1,20021010,10/10/2002,2002,10,10,current,18,1831,34539,"Palestinian Territory, Occupied",PS,173,Citizen,31843,Israel,IL,,,"[A Palestinian wounded five people, one seriously, when he blew himself up near Bnei Brak in the suburbs of Tel Aviv on Thursday morning, Agence France-Presse reported.",69
NYTborndigital_19831127_22538818,22538818,17,19831127,11/27/1983,1983,11,27,neutral,14,141,41262,United States,US,640,Employee,,,,,,"Workers protested, and the protest soon spread to other factories in Passaic, Garfield, Lodi and Clifton.",55
NYTborndigital_19960212_23528688,23528688,1,19960212,02/12/1996,1996,02,12,neutral,14,145,31492,Japan,JP,510,Protester,31492,Japan,JP,335,Foreign Affairs,"Protesters burned the Japanese flag and an effigy of the Japanese foreign minister, Yukhiko Ikeda.""",78
NYTborndigital_20050301_24033916,24033916,17,20050301,03/01/2005,2005,03,01,neutral,18,1831,31853,Iraq,IQ,600,Armed Gang,31853,Iraq,IQ,27,Law Enforcement,"In southern Baghdad, a suicide bomber drove into an Iraqi police patrol, killing one officer and wounding four, Interior Ministry officials said.",84
NYTborndigital_19841123_22630385,22630385,0,19841123,11/23/1984,1984,11,23,neutral,14,145,33495,Spain,ES,510,Protester,33495,Spain,ES,,,"""Policemen and small groups of youths clashed throughout Spain's Basque country today during a general strike over Tuesday's killing of a separatist leader, which E.T.A. guerrillas avenged by wounding a general.\nOfficials said several people were arrested in dozens of minor clashes between riot policemen and demonstrators who threw stones and gasoline bombs.\nNo serious injuries were reported.\nThey said banks and car showrooms were also attacked by demonstrators.",65
NYTborndigital_19861128_22773336,22773336,0,19861128,11/28/1986,1986,11,28,neutral,14,145,41262,United States,US,510,Protester,,,,,,"""Five people were injured Wednesday in a confrontation between the police and steelworkers at the USX Corporation's plant in Lorain, Ohio, one of two protests in which 85 demonstrators were arrested.\nUSX, formerly United States Steel, said the Lorain clash, where 14 people were arrested, came after protesters defied a court order allowing the company to ship steel made before a nationwide ",56
NYTborndigital_20030430_23949162,23949162,14,20030430,04/30/2003,2003,04,30,neutral,14,145,41262,United States,US,510,Protester,41262,United States,US,597,Governor,"\n\n\nThe protesters directed their fire at not just the mayor, but also at Gov. George E. Pataki, the rich, and private contractors doing business for the city, insisting that they could all do more to eliminate the city's budget deficit.",24
NYTborndigital_19870829_22838434,22838434,3,19870829,08/29/1987,1987,08,29,historical,14,145,35932,South Korea,KR,510,Protester,35932,South Korea,KR,274,Government Forces,"But workers largely ignored a call by some opposition groups for a general strike and nationwide rallies as a memorial to Lee Sok Kyu, who died Saturday after a clash with the riot police.\n\n\n\nDays of wrangling over funeral arrangements ended dramatically today, when the police wrested Mr. Lee's coffin from his fellow workers, who were determined to bury him as a labor martyr in the city of Kwangju, where Government troops killed protesters in 1980.",46
NYTborndigital_19800928_22366634,22366634,8,19800928,09/28/1980,1980,09,28,current,18,181,33757,Organization of American States,,420,Militant,33757,Organization of American States,,173,Citizen,"Leftist militants last week were still holding 14 hostages in the local offices of the Organization of American States, demanding the release of 17 union leaders who planned a nationwide electricity blackout last month.",35
NYTborndigital_19831120_22539831,22539831,6,19831120,11/20/1983,1983,11,20,historical,18,181,41262,United States,US,352,Armed Band,41262,United States,US,173,Citizen,"I went out and saw the pistols and the struggle, and I thought, 'My God, we are being robbed!'\n''When they did not go toward the cash register, I thought they were taking over the restaurant.''\nThe incident, Mr. Pappas said, reminded him of one last year in which armed men took hostages in a Long Island diner.\nMr.",65
NYTborndigital_20041115_23989893,23989893,2,20041115,11/15/2004,2004,11,15,current,14,145,31853,Iraq,IQ,690,Attacker,31853,Iraq,IQ,27,Law Enforcement," and residents said they saw Iraqi Army vehicles rumbling in from the south.\nThe fighting in Mosul, the country's third-largest city, came on the fourth day of an uprising that has devastated the city's police forces and has created a northern front as the Americans retookFalluja, 250 miles south.\nHundreds of policemen in Mosul fled when attackers stormed at least six police stations on Thursday.",29
NYTborndigital_19840618_22601211,22601211,0,19840618,06/18/1984,1984,06,18,current,14,141,31081,India,IN,245,Sikh,31081,India,IN,332,Military,"""Thousands of Sikhs staged demonstrations across India today to protest the storming of the Golden Temple by army troops.",30
NYTborndigital_20040601_24006322,24006322,8,20040601,06/01/2004,2004,06,01,current,18,1831,34185,Pakistan,PK,600,Armed Gang,34185,Pakistan,PK,173,Citizen,"Violence between Sunnis and Shiites has killed more than 1, 200 people in Pakistan in the past 15 years.\n\n\n\nThe terror attacks this month began May 7, when 22 people were killed by a suicide bomber at a Shiite mosque.",69
NYTborndigital_20050326_24037789,24037789,7,20050326,03/26/2005,2005,03,26,neutral,18,1831,31853,Iraq,IQ,600,Armed Gang,31853,Iraq,IQ,173,Citizen,"The general's two sons were wounded in the attack, the officials said.\n\n\n\nIn Iskandariya, a recurrently violent area south of the capital, a suicide bomber detonated his vehicle near an Iraqi Army convoy on Friday, killing four soldiers and wounding nine soldiers and civilians, Reuters reported, based on a police account.",79
NYTborndigital_19860104_22758215,22758215,0,19860104,01/04/1986,1986,01,04,current,14,141,41262,United States,US,510,Protester,31843,Israel,IL,,,"""Anti-American demonstrators held protests in several Libyan cities today over United States and Israeli accusations that Libya was linked to the Palestinian terrorist attacks last week at two European airports, the Libyan radio said.\nMeanwhile, Americans working in Libya expressed fear over a Libyan television report that the Libyan leader,",51
NYTborndigital_19880521_22922787,22922787,1,19880521,05/21/1988,1988,05,21,neutral,14,145,39333,Taiwan,TW,510,Protester,39333,Taiwan,TW,27,Law Enforcement,"More than 200 people were injured and scores were arrested on Friday night during battles between police officers and rock-throwing demonstrators, the police said today.",26
NYTborndigital_20010506_23828465,23828465,0,20010506,05/06/2001,2001,05,06,current,14,141,41262,United States,US,510,Protester,41262,United States,US,27,Law Enforcement,"""About 200 impassioned demonstrators held a rally and march outside police headquarters today to protest Monday's fatal shooting of an unarmed black man by a white police officer who was involved in a similar incident four years ago.\nThe demonstrators carried signs that said, ''Enough is enough,'' and chanted, ''No justice,",14
NYTborndigital_19810207_22444089,22444089,0,19810207,02/07/1981,1981,02,07,neutral,14,141,31858,Iran,IR,173,Citizen,,,,,,"""International Fighting broke out in Teheran between Iranian leftists, who were holding a demonstration that had been banned by the Government, and Islamic right wing extremists.",15
NYTborndigital_19900225_23052771,23052771,2,19900225,02/25/1990,1990,02,25,historical,14,145,41262,United States,US,173,Citizen,41262,United States,US,27,Law Enforcement,"\nForty-one protesters at an abortion clinic here were arrested today on charges of defiant trespass and were released on their own recognizance, Deputy Chief James Galfy said.\nProtesters chained themselves together at the entrance to the clinic, employees broke a window to enter the center, the police said.\nOne person was charged with assault on a police officer for trying to bite him,",46
NYTborndigital_19830502_22563042,22563042,2,19830502,05/02/1983,1983,05,02,neutral,14,145,34481,Poland,PL,173,Citizen,34481,Poland,PL,27,Law Enforcement,"The police had been deployed in force in an effort to discourage the protests, which were called to counter Government May Day parades.\n\n\n\nThe largest demonstrations were in Gdansk, where crowds estimated at 20,000 or more battled the police as they tried to march to the home of Lech Walesa, the founder of Solidarity, and in Warsaw, where crowds of more than 10,000 rallied only a few blocks from the Government's parade.\n\n\nWalesa Did Not Participate\nMr.",25
NYTborndigital_20040129_23972465,23972465,6,20040129,01/29/2004,2004,01,29,neutral,18,1831,34539,"Palestinian Territory, Occupied",PS,332,Military,31843,Israel,IL,,,"The Palestinians also fired rocket-propelled grenades and antitank missiles, Israel's military said, adding that no soldiers had been hurt.\nIslamic Jihad, a Palestinian faction that has carried out many suicide bombings and other attacks against Israel, said four of its men had been killed.\nThe Israeli military confirmed that its troops had hit a number of armed Palestinians.\n\n''Our goal is to restrict the movement of these terrorists and target the ones who threaten our security,'' an Israeli commander, identified as a lieutenant colonel named Udi, told Israel radio.",89
NYTborndigital_20020329_23890419,23890419,20,20020329,03/29/2002,2002,03,29,neutral,18,1831,34539,"Palestinian Territory, Occupied",PS,600,Armed Gang,31843,Israel,IL,173,Citizen,"On Wednesday, speaking before a Palestinian suicide bomber killed 20 Israelis in Netanya, President Assad suggested that all Israelis were fair targets.",34
NYTborndigital_20050305_24034475,24034475,10,20050305,03/05/2005,2005,03,05,neutral,18,181,41151,Ukraine,UA,129,High Ranking Military Personnel,41151,Ukraine,UA,173,Citizen,"On Monday, a suspect in a separate criminal investigation who has been identified as a potential witness in Mr. Gongadze's case was wounded in a grenade attack.\n\n\n\nHryhory O. Omelchenko, chairman of a parliamentary committee that investigated the case, said in a telephone interview that his committee had found that Mr. Kravchenko had ordered an officer in his ministry, Lieutenant general Oleksey Pukach, to abduct Mr. Gongadze on Mr. Kuchma's orders.",74
NYTborndigital_19870726_22824014,22824014,7,19870726,07/26/1987,1987,07,26,neutral,18,181,32647,Congo,CG,173,Citizen,30701,France,FR,173,Citizen," that they would be added to the six French hostages already held in Lebanon by pro-Iranian Shiite extremists.\nThe cabin crew of the Air Afrique DC-10, which was hijacked on a flight to Paris from Brazzaville, Congo, overpowered the gunman and most passengers escaped through the rear doors before the police stormed the plane.\nSwissair announced today that it was tightening its ground and flight security arrangements because of dangers of Arab terrorism.\nCol.",31
NYTborndigital_19870615_22809514,22809514,4,19870615,06/15/1987,1987,06,15,neutral,14,145,32631,China,CN,601,Student,32631,China,CN,,,"On Friday, several students ripped down the sign to the tobacco factory and burned it at a public gathering to protest the plant's presence on campus.",86
NYTborndigital_19820824_22486636,22486636,0,19820824,08/24/1982,1982,08,24,historical,18,181,41262,United States,US,600,Armed Gang,41262,United States,US,173,Citizen,"""A Bronx grocery-store owner and his wife and 11-month-old son were kidnapped by three gunmen who held the family captive for nearly five hours while they stole money and jewelry from their apartment and the store, the police said yesterday.\n\nThe family's ordeal ended at 4:20 A.M. yesterday, when the gunmen fled the apartment and drove away in the family's 1976 gray Dodge station wagon.",70
NYTborndigital_19880302_22932727,22932727,12,19880302,03/02/1988,1988,03,02,neutral,14,141,41262,United States,US,640,Employee,,,,,,"Loggers See Another Side \n\n\n\nPerhaps most notable is that many company loggers and sawmill workers, who once scorned environmentalists as ''tree huggers,'' have joined protests against the increased harvest.",16
NYTborndigital_19851102_22705330,22705330,0,19851102,11/02/1985,1985,11,02,current,18,181,34096,Philippines,PH,352,Armed Band,34096,Philippines,PH,27,Law Enforcement,"""A kidney specialist who had treated President Ferdinand E. Marcos was found stabbed to death today after armed men kidnapped him.\nThe police said the body of the physician, Dr. Potenciano Baccay, had been found with 20 knife wounds in a van in the Makati financial and residential district of Manila.\nA police spokesman said the doctor had been kidnapped by five armed men at his home south of Manila while he was with his wife and two children.",36
NYTborndigital_20030923_23933588,23933588,3,20030923,09/23/2003,2003,09,23,historical,18,1831,31853,Iraq,IQ,600,Armed Gang,31853,Iraq,IQ,173,Citizen,"In all, one Iraqi investigator said, the man was wired to 50 or more pounds of explosives that he detonated at 8 a.m. in the parking lot of the United Nations compound, a month after another suicide bomber killed 22 people there.\n\n\nThe powerful blast killed the bomber and an unarmed Iraqi police officer getting ready to search his car, while wounding 19 others, many of them Iraqi police officers,",34
NYTborndigital_19960926_23498517,23498517,22,19960926,09/26/1996,1996,09,26,neutral,14,145,34539,"Palestinian Territory, Occupied",PS,173,Citizen,31843,Israel,IL,332,Military," commander of all Palestinian forces in the West Bank, and arranged a mutual pullback.\n\n\n\nThe gunfire in Bethlehem grew out of a violent protest in which Palestinians threw stones and gasoline bombs at Israeli soldiers stationed around Rachel's Tomb, which stands immediately north of Bethlehem on the main road to Jerusalem.",88
NYTborndigital_20020311_23851418,23851418,0,20020311,03/11/2002,2002,03,11,current,18,181,32659,Colombia,CO,537,Guerrilla,47784,Ingrid Betancourt Pulecio,CO,,,"""The family of Ingrid Betancourt, the Colombian presidential candidate and best-selling author who was kidnapped by leftist guerrillas on Feb. 23, are mobilizing an international effort to win her release while urging the government not to rescue her by force for fear her captors will kill her.\n\n\n\nMs.",8
NYTborndigital_19871113_22833705,22833705,4,19871113,11/13/1987,1987,11,13,neutral,14,145,32192,Bangladesh,BD,510,Protester,32192,Bangladesh,BD,429,Administration,"In these places, protesters damaged dozens of buses and set afire or destroyed several Government buildings, according to news reports here.",86
NYTborndigital_20010306_23804549,23804549,14,20010306,03/06/2001,2001,03,06,neutral,14,141,39010,South Africa,ZA,449,Activist,41262,United States,US,335,Foreign Affairs,\n\n&lt;umient&gt;&lt;uopts&gt;&lt;ety&gt;39&lt;/ety&gt;&lt;enum&gt;0&lt;/enum&gt;&lt;/uopts&gt;&lt;abstext&gt; AIDS activists marching to the American Embassy in Pretoria to protest a lawsuit aiming to block generic versions of AIDS drugs.,74
NYTborndigital_20021201_23861036,23861036,1,20021201,12/01/2002,2002,12,01,current,18,1831,31843,Israel,IL,600,Armed Gang,31843,Israel,IL,,,"And that, most likely, is exactly what the terrorists were hoping for.\n\n Ten Kenyans and three Israelis, two of them young brothers on a Hanukkah vacation, were killed Thursday when three suicide bombers blew themselves up outside the Paradise Hotel in Mombasa, Kenya.",39
NYTborndigital_20020811_23878733,23878733,14,20020811,08/11/2002,2002,08,11,neutral,18,181,41021,Chechen,RU,,,35528,Russia,RU,173,Citizen,"' where they are treated harshly, and some of them disappear; but the Chechens also capture or kidnap Russians or other Chechens or foreigners.''\n\n\nDetention -- the deprivation of a person's right to freedom of movement, especially if no trial is impending or any charges are likely -- is nearly universal, though it can take many forms.\n\nWhat alarms many human rights advocates is how quickly governments resort to rounding up detainees in moments of crisis -- or panic -- and how,",34
NYTborndigital_20000927_23762252,23762252,2,20000927,09/27/2000,2000,09,27,neutral,14,141,35932,South Korea,KR,173,Citizen,,,,,,"The South Koreans protested, but the Americans jumped up and down in celebration.\n\n\n\n The Americans, who took seventh in Atlanta and were not expected to come close to contending here, face Russia for a chance to play for the gold.",48
NYTborndigital_19820817_22487915,22487915,10,19820817,08/17/1982,1982,08,17,neutral,14,141,34481,Poland,PL,173,Citizen,,,,,,"Aim Is to Show Union Is Alive\n\n\n\nAccording to the clandestine appeal issued late last month by five underground activists, supporters were to ''demonstrate that Solidarity is alive, operating and fighting,'' starting on the anniversary of the formation of the strike committee that evolved into the 10-million-member independent union.\n\n\nPolish newspapers said, meanwhile, that disturbances and police charges in four cities on Friday were provoked by extremists bent on undermining conciliation efforts by the Government.\nTrybuna Ludu,",80
NYTborndigital_20051030_24069309,24069309,0,20051030,10/30/2005,2005,10,30,neutral,18,1831,31853,Iraq,IQ,600,Armed Gang,31853,Iraq,IQ,173,Citizen,"""A suicide bomber drove a pickup truck loaded with explosives into a central market on Saturday in a small Shiite town north of Baghdad and blew up the vehicle, killing at least 20 people and injuring at least 30, a police official said.\nThe bomber drove into central Huwaider, a largely Shiite town near the volatile city of Baquba,",29
NYTborndigital_20050712_24053883,24053883,4,20050712,07/12/2005,2005,07,12,neutral,18,1831,31853,Iraq,IQ,600,Armed Gang,31853,Iraq,IQ,,,"On June 15, a suicide bomber wearing an army uniform blew himself up in an Iraqi Army mess hall in Khalis, killing 26 soldiers.\n\n\nSix civilians were also killed in the Tal Afar fighting and 22 were wounded, according to the city police chief, Brig. Gen. Najim Abdullah al-Jubouri.",34
NYTborndigital_19880320_22930509,22930509,1,19880320,03/20/1988,1988,03,20,neutral,18,181,40152,El Salvador,SV,537,Guerrilla,40152,El Salvador,SV,173,Citizen,"Stepping up their violent effort to stop national elections here on Sunday, Marxist guerrillas have killed one mayor and kidnapped two others in recent days, burned a mayor's office, exploded several bombs and burned cars, trucks and buses to paralyze road traffic.",76
NYTborndigital_20051118_24072050,24072050,0,20051118,11/18/2005,2005,11,18,current,18,1831,31538,Jordan,JO,600,Armed Gang,31538,Jordan,JO,,,"""The mother of the bride whose wedding was under way when three hotels in Amman were attacked by suicide bombers last week died of her wounds.",29
NYTborndigital_20040516_24007052,24007052,41,20040516,05/16/2004,2004,05,16,neutral,18,1831,36716,Morocco,MA,173,Citizen,36716,Morocco,MA,,,"The Spanish authorities said they were able to identify six of seven bombers who blew themselves up in an apartment after the Madrid bombings thanks to DNA samples of their family members taken by Moroccan authorities.\n\n\n\nWhen Jean-Louis Bruguiere, France's most senior anti terrorist investigatory magistrate,",44
NYTborndigital_20040507_24008049,24008049,2,20040507,05/07/2004,2004,05,07,neutral,14,141,41262,United States,US,327,Labor Union,,,,,," and one that could face opposition from teachers' unions, is to set aside $9 billion to get school districts to raise teacher salaries across the board but also to reward teachers for demonstrating excellence, using measurements including their students' improvement on standardized tests.\n\n\n''Greater achievement ought to be a goal,'' Mr. Kerry said, ''and it ought to be able to command greater pay, just the way it does in every other sector of professional employment.''",74
NYTborndigital_19840706_22649224,22649224,5,19840706,07/06/1984,1984,07,06,neutral,14,145,41262,United States,US,173,Citizen,,,,,,"\n\n\nIn similar fashion, the President contrasted a more factious past with the present he proposes to carry forward for another term as he addressed the picnic crowd Wednesday evening in Decatur, Ala. ''When other people were burning our flag, you were waving it,'' he told the gathering.",45
NYTborndigital_19850106_22695844,22695844,0,19850106,01/06/1985,1985,01,06,current,14,145,39010,South Africa,ZA,510,Protester,39010,South Africa,ZA,27,Law Enforcement,"""White police officers scuffled with protesters tonight as Senator Edward M. Kennedy arrived in South Africa and was met by black demonstrators chanting, ''Kennedy go home!'' \n\n The protesters said they belonged to the Azanian People's Organization, a ''black consciousness'' movement that excludes whites from its activities.",86
NYTborndigital_19860224_22750018,22750018,27,19860224,02/24/1986,1986,02,24,neutral,14,141,41262,United States,US,173,Citizen,,,,,,"\n\n\nSome participants in the school board electoral process argued that the lack of response resulted from conditions in individual districts and were just as likely to result from parent and voter satisfaction as from irritation or disillusionment with educational policies and neighborhood politics.\n\n\n\n''It seems to me that when things are going well, people are less likely to come out and protest and be active,'' said Dr. Jonathan Levine, a member of the Citywide Committee on School Board Elections, a nonpartisan advisory group that offers its services to all candidates.""",36
NYTborndigital_19880502_22925384,22925384,2,19880502,05/02/1988,1988,05,02,current,14,145,34481,Poland,PL,173,Citizen,34481,Poland,PL,27,Law Enforcement,"\nAbout 500 people clashed with the police in the northern city of Gdansk today, and official May Day parades in several other Polish cities were countered by demonstrators bearing banners of the banned Solidarity trade union.\nProtesters and policemen threw stones at each other,",86
NYTborndigital_20020221_23855995,23855995,16,20020221,02/21/2002,2002,02,21,neutral,18,181,35844,Revolutionary Armed Forces of Colombia,CO,628,Armed Rebel,32659,Colombia,CO,173,Citizen,The rebels forced the plane to land and kidnapped a passenger.,59
