aid,code,text,bad
22624227,141,"However, there were few serious clashes and only one injury was reported.\n\n\nThe police arrested dozens of student protesters at the University of Santiago, but most of those detained were released during the day.\nThe Government revoked the credentials of all journalists working in the country on Tuesday, but today it appeared that no reporter had been denied a new credential.",0
22624227,141,"However, there were few serious clashes and only one injury was reported.\n\n\nThe police arrested dozens of student protesters at the University of Santiago, but most of those detained were released during the day.\nThe Government revoked the credentials of all journalists working in the country on Tuesday, but today it appeared that no reporter had been denied a new credential.",0
22624668,141,"""Hundreds of thousands of Spaniards, joining in a growing battle between the Roman Catholic Church and the Socialist Government of Prime Minister Felipe Gonzalez, marched here today to protest a new law imposing state controls on most church-run schools.\n\nThe police put the number of marchers at half a million; organizers said it was twice that.",0
22630981,141,"About a dozen students were arrested before the occupation began, the police said.\nBefore breaking through the wall 13 hours into the occupation, the police fired tear gas in a bid to drive out the protesters.""",0
22632949,141,"Outside the building where his mother's body lay in state, crowds of party underlings chanted, ''blood for blood!''",1
22633690,141,"\n\n\nAs the search was carried out, about 1,000 Solidarity supporters in the southwestern city of Wroclaw were reported to have protested Father Popieluszko's abduction until the police dispersed them.",0
22634927,141,"''Those are minority people, the 10 million people who come to this street.''",1
22635946,141,"The crowd 3.5 miles away at Parliament Square for the rally held by the 15-party alliance was said to be larger, and more than 250,000 people were reported to have attended the Jamat- e-Islami rally in the Motijheel commercial area.\n\n\n\nThe groups sponsoring the rallies have refused to take part in elections as long as General Ershad maintains military rule.",1
22637478,141,"''In my book,'' said the candidate, ''it's not pro-family when kids get sick and go hungry.''\nThe crowd in the Fayetteville Mall was on Mrs. Ferraro's side, whistling and chanting ''Ayatollah Helms'' and ''Five More Weeks.''",1
22640364,141,"colored by posturing over procedures that would require the budget to be balanced.\n\nThe battle will be joined between the proposed balanced-budget amendment to the Constitution, the banner under which President Reagan and many of his Republican supporters in the House and Senate are marching, and a proposal for a balanced-budget law, which is expected to be the flag hoisted on the Democratic side.",1
22641908,141,"These were demonstrators who spoke breathlessly and dressed coquettishly as they capered outside various events, mocking Phyllis Schlafly and other women unsympathetic to the organized feminist cause.",0
22642712,141,"There were no reports of violence.\nThe police estimated that 3,000 demonstrators marched.",0
22644495,141,"""Several hundred youths broke store windows, overturned police cars and fought with policemen here today to protest the killing of a suspected Basque guerrilla on Tuesday, the police said.",0
22648139,141," will vote Monday on whether to accept their leaders' call to join the strike.\nThe dockers' union, the Transport and General Workers Union, called out its 35,000 members last Monday when non-union workers were used to load iron ore for a steel plant being picketed by striking miners.",1
22649335,141,"""Sanitation workers in nine northern New Jersey counties voted today to reject a proposed 30-day extension of their old contract and continue their five-day-old walkout.",1
22652997,141,"""Prime Minister Margaret Thatcher and Prime Minister P. W. Botha of South Africa held talks at the British leader's country estate today while thousands of anti- apartheid demonstrators marched in London to protest his visit.",0
22655197,141,"More than 3,000 farmers, students and union members rallied today near the New Tokyo International Airport to protest plans to build a second runway, the poice reported.",0
22655870,141,"Urban workers who did so began a rally in suburban Manila Monday to protest Mr. Marcos's authoritarian rule, but it was broken up by the police and 11 people were arrested.\n\nEarly this morning, the police and firemen used fire hoses on a crowd of anti government demonstrators in Manila's Makati district.",0
22657994,141,"""Thousands of cheering and chanting construction workers demonstrated at the Capitol steps today in favor of nuclear and hydroelectric power plants.",0
22657994,141,"\n\nThe crowd shouted its approval during the hourlong rally as speakers called for the opening of the Nine Mile Point 2 nuclear power plant near Oswego, the Shoreham nuclear plant on Long Island and the proposed Prattsville pumped-storage hydroelectric project in the Catskills.",0
22661756,141," South Africa's leading black cleric, learned while in New York last October that he had been awarded the Nobel Peace Prize for his work against apartheid.\n\n\n\nOn Nov. 21, 1984, three American black human-rights activists protesting the detention of black South African union leaders were arrested at the South African Embassy here for refusing to leave after a meeting with the South African Ambassador.",0
22661979,141," opponents of the project might be more willing to support an extension of the trade-in deadline.\nIn the interview, Mr. Cuomo repeated his criticism of New Jersey lawmakers, who he said had helped rally a coalition of fiscal conservatives, environmentalists and mass-transit advocates who voted against Westway.""",1
22665754,141,"""A Paris-based Nazi hunter led a small demonstration here today to demand the arrest and extradition of the Auschwitz death-camp doctor, Josef Mengele, who she says is being protected by Paraguay's rightist regime.\n\nThe Nazi hunter, Beate Klarsfeld, who with her husband, Serge, played a key role in getting Klaus Barbie, the war criminal, extradited from Bolivia to France in 1983, said she was convinced that Dr. Mengele is in Paraguay.",0
22666476,141,"Thousands of students have staged daily demonstrations in the past week to mark the anniversary of an insurrection in Kwangju five years ago.""",0
22666736,141,"The police responded with tear gas.\nTen students were reported hurt in a demonstration at a language school when a wall collapsed on them.\nProtests were also reported at three leading universities in Seoul - Korea, Yonsei and Sungkyunkwan.""",0
22668918,141,"Among them was Irene Quetting, 67 years old, from Traben-Trarbach, West Germany, who said she was half-Jewish.\n''If you want to know my impression about the Germans,'' she said, nodding toward Motscherstrasse, where Chancellor Helmut Kohl and President Reagan would shortly pass, ''they have not learned from history.''\n\n\nShe said she was not speaking of the policemen in green uniforms who were holding back the protesters.",0
22673643,141,"""After a fiery speech by the Rev. Jesse Jackson, more than 1,000 farmers and sympathizers chanted ''no sale'' at a farm foreclosure auction here today, then stood quietly as Perry Wilson, 73 years old, saw his home and 127 acres bid away by his banker.\n\n\n ''Sold to the Kearney Trust Company,'' said the auctioneer, and Mr. Jackson and his followers pushed through to the rear of the crowd to start a march down the main street of this farm town of about 2,100 people.",1
22674031,141,"""The police fired tear gas today to disperse thousands of black mourners marching from a funeral for riot victims to a cemetery in the Eastern Cape region, witnesses said.\nA reporter who said he watched the incident in Zwide township, outside the auto-making city of Port Elizabeth, said about half of the 15,",0
22675541,141,"""More than 150 people rallied today for a permanent shutdown of the Three Mile Island nuclear power plant as they marked the sixth anniversary of the worst accident in United States commercial nuclear history.\n\nEarlier, two protesters were arrested for blocking a gate to the facility in Middletown, about 10 miles from Harrisburg.",0
22675780,141,Two lecture- demonstrations by professional textile designers who use computers to create weaving patterns will explore the ways the technology can be used to carry on the old-world craft.,1
22679495,141,"\n\n\n\nThat march, by 600 demonstrators, turned into a bloody confrontation when a contingent of sheriff's deputies and state police officers using clubs, bullwhips and tear gas beat and routed a group of civil rights demonstrators trying to cross the Edmund Pettus Bridge over the Alabama River.",0
22683215,141,"""Some 800 shipyard workers blocked traffic and stoned the police today to protest planned layoffs, officials said.",0
22683242,141,"''People have chanted, 'Up against the wall!' and nothing happens,'' he said.",1
22683242,141,"Mr. Katz said he first went to demonstrations as an infant, carried by his parents.\nMiss Brodie attributed some of her activism to her mother's involvement in the peace movement.",1
22686023,141,"They returned for some further discussions in the afternoon, only to walk out again.\n''Our party has been stolen from us,'' complained one French-speaking woman after she joined the walkout.\n\nAt a news conference, Camille Laurin, a former minister of the province who remains one of the most outspoken advocates of a separate Quebec, told reporters that the ''orthodoxistes,'' as the party's hard liners refer to themselves, would decide in the days or weeks ahead what action to take.",1
22689558,141,"""Eleven demonstrators were arrested at Griffiss Air Force Base today during a protest marking the second anniversary of an attack on a B-52 by activists known as the Plowshares 7, officials said.\nA demonstrator said the activists Philip and Daniel Berrigan and their brother, Jerome, of Syracuse, were among those arrested.\n\nA base spokesman, Sgt. Ricky Fritz, said that about 30 protesters were demonstrating outside the base northeast of Syracuse and that 11 walked onto base property and refused to leave.",0
22689558,141,"""Eleven demonstrators were arrested at Griffiss Air Force Base today during a protest marking the second anniversary of an attack on a B-52 by activists known as the Plowshares 7, officials said.\nA demonstrator said the activists Philip and Daniel Berrigan and their brother, Jerome, of Syracuse, were among those arrested.\n\nA base spokesman, Sgt. Ricky Fritz, said that about 30 protesters were demonstrating outside the base northeast of Syracuse and that 11 walked onto base property and refused to leave.",0
22689951,141, was undoubtedly a result of what has come to be known here as the Greenpeace affair - the intense political scandal that followed the sinking by French agents of a ship belonging to the environmentalist group Greenpeace just before it was to lead a seaborne protest against the French nuclear tests in July.\n\n\n\nBut the presence of French television at the test site is about the only aspect of the Greenpeace affair to be evident here recently.,1
22690607,141,\n\nMore than 50 people marched in the park on Jan. 19 carrying picket signs objecting to the revitalization plan finally adopted by the town and the felling by a town contractor of several old trees.,0
22691610,141,"In Pennsylvania, Butler County teachers picketed and Pittsburgh's Roman Catholic schools were shut a third day.""",0
22691610,141,"In Seattle, where teachers struck Tuesday, their representatives and district officials met yesterday.\n\nIn Rhode Island, walkouts by Pawtucket and Newport teachers continued, as did strikes in four Michigan school districts.",0
22360276,142,"Two days ago, Western reporters were called to the Brailovsky apartment to be told of a hunger strike by Jews, timed to the opening of the Madrid conference.",0
22384378,142,"outpouring of gifts 7 Company town wins delay in its death sentence 7 Haitians detained at two sites go on hunger strike 8 Body, believed to be surfer, has wounds like shark attacked 8 Man's right hand restored to left arm 24 Panel suggests trapping jackrabbits instead of killing them 24 The Region 26 Eight persons killed in two Jersey fires 26 The City 27 Fellow student seized in slaying at Brooklyn school 27 Blindness afflicts bighorn sheep at Yellowstone Park 47 RELIGION Christmas Eve is joyful at burned-out St. ",0
22385870,142,"""Yelizaveta K. Alekseyeva, who won the right to emigrate after a 17-day hunger strike by Andrei D. Sakharov and his wife, received a passport today and was told to leave the country within a week.\n''I am very happy,'' Miss Alekseyeva told Western journalists.\n\n''I feel happy that I am now going to join my husband.''",0
22387881,142,"Dr. Sakharov and his wife, Yelena G. Bonner, began a hunger strike two weeks ago on behalf of emigration efforts by Miss Alekseyeva to join her husband by proxy, Alexey Semyonov, in Newton, Mass. (1:4-6.)",0
22407123,142,Political Prisoner Status Sought\n\n\nThe hunger strikes were started by the I.R.A. on March 1 to try to force the British Government to grant Irish nationalist inmates the status of political prisoners.,0
22423382,142,"Another Hunger Striker Named\n\n\n\nThe I.R.A. tonight named another prisoner to join the hunger strike, taking the place of Brendan McLaughlin, who gave up his fast yesterday, after 14 days, because of a bleeding ulcer.",0
22446757,142,"""ALTHOUGH starvation affects millions of people throughout the world, attention has been focused recently on just a few cases - prisoners who have fasted as a political weapon.",0
22446757,142,"And a doctor must consider whether a prisoner, however rational when he began the hunger strike, may become so deranged from the effects of starvation that he may no longer be able to make a rational decision whether to stop or go on.\n\n\n\nUnquestionably, I would give the prisoner the equivalent of informed consent about his risks.",0
22446757,142,"Earlier, seven members of the Irish Republican Army went on hunger strikes at Maze prison near Belfast for almost two months.\n\n\n\nMiss Wesolowska is still on a hunger-strike.",0
22446757,142,One person fasted several times for 30 days.,0
22446757,142,"In December, two Palestinian mayors expelled by Israel went on a hunger strike for five days at the United Nations.",0
22451604,142,"13.\nHe said he and other inmates of Bialoleka prison started their hunger strike on May 13, five months after martial law was declared and Solidarity was suspended.\n\nAfter a courtroom examination and a doctor's statement that Mr.  Rulewski was not physically fit for the trial, the judge ordered an indefinite postponement and said she was instructing prison authorities to give him medical care so the trial could proceed.""",0
22498844,142,"""The military prosecutor's office of Istanbul has begun an investigation into charges of hundreds of cases of torture, legal sources said today, as a hunger strike by 2,300 prisoners reportedly went into its 22d day.""",0
22499374,142,"Mayor Jane M. Byrne of Chicago and Betty Ford, the wife of former President Gerald R. Ford, both strong advocates of the proposed amendment, have been invited to speak at the rally Sunday.\n\n\n\nThe seven women who are fasting have held a vigil in the Capitol each day the Legislature has been in session.",0
22532881,142,"Though they seem to have generated little public support, the groups have pressed particularly hard in the new Congress, interrupting sessions with their cheers and jeers from the galleries, staging a 24-hour hunger strike outside the Congress last week and currying favor among opposition groups.\n\n\n\nTheir cause has taken on added poignancy in recent days as dozens of unmarked graves have suddenly been found around the country, adding to more than 1,000 that were found last year.",0
22562212,142,"Immigration officials say the aliens are being detained because they tried to enter the United States without legal documents.\n\nThe 20-day deadline was given by the judge, Charles P. Sifton of Federal District Court in Brooklyn, in a proceeding brought by the Lawyers Committee for International Human Rights, which is seeking release for the Afghans while their asylum claims are litigated.\n\n\nAn Immigration Service spokesman said late yesterday that most of the Afghans were continuing a hunger strike.""",0
22585660,142,"Rambam Hospital in Haifa has kept all departments open although about half of its 150 doctors began a hunger strike Sunday morning.""",0
22626096,142,"\n\n In Ciudad Juarez, Mexico's fourth-largest city, a brief hunger strike this month by the opposition Mayor drew unexpected popular support.",0
22341452,143,Philadelphia teachers went on strike four days before the start of fall classes.,0
22341592,143,"\nIndustry Hardly Affected\n     Although Mr. Schmidt persuaded West German athletes to boycott the Moscow Olympics and said the intervention in Afghanistan was intolerable, West German industry has hardly been affected.",0
22346612,143,"- About 5,000 workers from two Arizona copper plants today joined the strike that has brought the industry to a standstill this week.",0
22347118,143,"\n\n     Now, the Association of Road Racing Athletes is boycotting the Athletics Congress prize-race series, and the sponsors are getting nervous.",0
22351304,143,"\n\n     However, John has not been spending much time in the laboratory ever since 25  percent of the employees here, and at a warehouse in West Caldwell, went on strike nearly five months ago.",0
22351610,143,"\n\n\n  Older Polish Areas Quieter \n\n     That may explain why the coal miners of the south, the textile workers of Lodz and the white collar employees of Warsaw, despite some minor disturbances,  have failed so far to join in the general strikes of the Gdansk region, even though many of those in the south earn less than the workers of the north.",0
22363170,143,He said that the union had agreed to end its boycott of  Stevens products and ''to stop its corporate campaign and propaganda'' against the company.,0
22404386,143,"Most people are happy.''\n\n\nThis summer, the inconvenience drove a group of tenant to start a rent strike.",0
22405524,143,This group had boycotted previous attempts to form alliances but is now participating in the unity efforts.,0
22409594,143,"When they go on strike, the planes can not fly.",1
22410804,143,"Military sources in La Paz said the report appeared to be correct.\n\n\nLeaders of the banned Bolivian labor union confederation repeated their call for a general strike, but there was no noticeable response here in the capital.\nAccording to rebel communiques, tin miners went on strike in central Bolivia, and refinery workers in Santa Cruz said they had shut off an oil pipeline.\nRight wing backers of General Garcia Meza also were marshaling their forces, calling for an armed mobilization to oppose ''agents of foreign forces.''",0
22436123,143,"These same racialist Jews have got control of all the arteries of our economic life. ...''\n\n\n\nIn the storm of unceasing propaganda, the Black Hebrews petitioned black members of the United States Congress to boycott all Jewish businesses in the United States.",0
22441087,143,"In an echo of last year's training season, when the players boycotted the final week of exhibition games, trouble once more is gathering.\n\n\nThe club owners announced on Thursday that they were instituting a system of compensation for teams that lose free agents - that is, the team that signs a free agent must surrender a professional player in return.",1
22441777,143,"In Kent, 3,000 miners joined the strike later in the day.""",0
22444567,143,"""A tentative settlement was reached tonight in a judge's chambers by negotiators for the school district and the union representing the 4,300 blue-collar workers whose strike forced closing of schools for 225,000 Philadelphia students.\nCommon Pleas Judge Stanley M. Greenberg ordered that the tentative pact be ratified by 11 A.M. Thursday and that the striking maintenance workers and bus drivers return to work that day.\n\nNo classes were scheduled yesterday, today or tomorrow because of the contract dispute and strike over wages.",0
22444694,143,"The strike was called by 4,300 blue-collar workers demanding more pay.",0
22447692,143,"last night in Port Elizabeth ended in chaos after the pupils decided to continue a boycott to protest inequalities between education for blacks and whites.\n\nEducation Minister Ferdinand Hartzenberg said in Pretoria yesterday that all nonwhite schools would open for registration today, including the scores of schools closed in the worst period of unrest since the Soweto disturbances of 1976.",0
22459080,143,"She wears a blue T-shirt saying ''Justice for Ernie Lacy'' and passes out leaflets saying ''A Price Must Be Paid for Injustice.''\n\n\n\nShe and her fellow pickets are members of the Coalition for Justice for Ernie Lacy, which is leading an economic boycott protesting the judicial, city and county response to the death of her 22-year old brother, Ernest R. Lacy, a black man who died in police custody last July after being arrested for a rape that,",0
22463411,143,He said the elections that the guerrillas boycotted in March showed that they were just ''a small minority.'',0
22477736,143," rapid transit workers staged the first major strike in France since the election of President Francois Mitterrand on May 10, 1981, to protest the Government's 2 percent wage increase for bus and metro workers.\nThe 2 percent increase is in addition to a 6 percent increase approved before the freeze was imposed, but would fall 2 percent short of the anticipated inflation rate for the year.""",0
22482981,143," by staying home from work today.\n\nProduction was suspended today at Chrysler's Jefferson Avenue plant in Detroit; about 3,000 workers continued a strike that began Thursday at the Twinsburg stamping plant, and strikers picketed an assembly plant at Newark, Del. Fraser Criticizes Iacocca\n\n\n\nMr.",0
22505076,143," for unknown reasons, a Salvadoran Air Force helicopter buzzed the palace with a machine gun waving through its open port, then soared into the distance.\nJulio Rey Prendes, a Christian Democratic leader, said his party boycotted the ceremony because ''there was no invitation to the junta.''\n''It should have been a formal invitation from one power, the Assembly, to the other power, the Government,'' he said.",0
22510884,143,- Palestinians hurled rocks and gasoline bombs in El Bireh today and began a general strike that closed most business in the occupied West Bank to protest the dismissal of El Bireh's Mayor by Israel.\nAbout 40 Arabs chanted Palestinian nationalist slogans,0
22519476,143,"""Britain's state-run railways were shut down today for the fourth day in just over a week as 20,000 engineers began a 48-hour strike for a pay raise that they say they were promised.\nBut management says the 3 percent increase that the engineers had expected on Jan. 1 was linked to a commitment to improve productivity, in particular by accepting flexible work schedules.\nTwelve hours of talks Tuesday failed to resolve the dispute.",0
22524462,143,"""Arab banks in the oil countries of the Persian Gulf are boycotting the leading international system for transferring money around the world because 10 Israeli banks have become members, according to banking and business sources here.\n\nWestern banks that are established in Bahrain, which is the banking center for the Persian Gulf region, are reluctantly going along with the boycott.",0
22527556,143,"""Britain's water and sewerage workers voted today to continue their six-day strike, ignoring Prime Minister Margaret Thatcher's call for a return to work.\nThe National Water Council said nearly six million people were being advised to boil their water and over 14,000 homes were without water.\nThe workers voted to reject a 7.3 percent pay raise over 16 months.",0
22530030,143,"Greek dockworkers boycotted Israeli ships.\n\nLater a few signs saying ''Out With Jews'' were seen at some anti-Israeli demonstrations, and the slogan ''Zionists, Murderers of People'' appeared on some walls here.",0
22538598,143,The doctors at N.Y.U. were initially so opposed to the Coop Care unit that they virtually boycotted it for a few months after it opened.,1
22548580,143,"""Two days after its pilots and flight attendants went on strike to protest salary reductions, layoffs and revised work schedules, Continental Air Lines said that it was forced to cancel between 10 and 20 percent of its flights yesterday because of a lack of staff.\n\n\n\n The airline, which has operated under bankruptcy protection since Sept. 24, declined to say precisely how many flights were canceled,",0
22548580,143,"""Two days after its pilots and flight attendants went on strike to protest salary reductions, layoffs and revised work schedules, Continental Air Lines said that it was forced to cancel between 10 and 20 percent of its flights yesterday because of a lack of staff.\n\n\n\n The airline, which has operated under bankruptcy protection since Sept. 24, declined to say precisely how many flights were canceled,",0
22558412,143,"It was the first such program to be presented on television.\n\n\n\nBank workers called a 48-hour strike last week in protest against the legislation, and they also went on strike on Wednesday and today.",0
22589229,143,"He was arrested in 1980 when electrical workers in El Salvador went on strike, blacking out most of the country for 24 hours.",0
22595065,143,"""Anne Scargill, the wife of Arthur Scargill, who leads the National Union of Mineworkers, was one of 14 women arrested today as they urged coal miners to join a 10-week-old strike to protest plans to close unprofitable mines, the police said.\nThe women were arrested in Nottinghamshire, where most miners have resisted joining the strike.""",0
22596239,143,"""About 7,000 butchers and delicatessen clerks at 336 supermarkets in New Jersey and New York voted to strike today, hours after negotiations with four supermarket chains collapsed.\nMembers of United Food and Commercial Workers Union Local 464A voted here after the latest management contract proposal was rejected.\nOfficials would not discuss the proposal in detail, but Don Vallancourt, a managment spokesman,",0
22603939,143,"More balloting will take place next week, but industry and labor leaders have described today's vote as decisive.\nErnst Eisenmann, the regional union leader in North W""""urttemberg-North Baden, announced that preliminary results showed 80.05 percent of the workers voted to strike.""",0
22609576,143,"""For years, Bernard J. Flynn says, his private bus company struggled along on several routes in northern New Jersey.\nThen, he said, PATH employees went on strike in 1980 and N.J. Transit rail employees last year, and N.J. Transit commuters on the Morristown Line discovered his Lakeland Bus Lines.",0
22610169,143,"Two days before the players went on strike that June, he was hitting .278.\n\n\n\n''But they called me in and sent me back to Tidewater,'' he said.",1
22625826,143,"More than 90 members, most of whom had begun to boycott services and church collections, petitioned the Bishop, Kenneth R. May, for relief.\n\n\nThey said that they were willing to give directly to the needy but not to a militant cause that used their money for what they regarded as propaganda.\n\nThe pastor, the Rev. D. Douglas Roth,",1
22637172,143,"""In a bold attempt to reassert his leadership, Neil Kinnock, the Labor Party's embattled leader, today vigorously condemned the violence that has marred the seven-month-old miners' strike.\n\nAddressing the annual party conference at the end of his first year in office, Mr. Kinnock made a bitter attack on Prime Minister Margaret Thatcher.",0
22637903,143,"""Teachers in two Illinois community colleges went on strike Friday as educators elsewhere in the state went back to work, while school officials in Louisiana pondered two new plans to end a two-month long walkout there.\nNationally, strikes affected more than 2,600 teachers and nearly 60,000 students in Illinois, Louisiana, Michigan, New Jersey and Pennsylvania.\nIn Illinois, teachers struck Morton Community College in Cicero and Carl Sandburg Community College in Galesburg, but teachers in the Orion school district in western Illinois went back to classes as contract talks continued.""",0
22638510,143,"But the senators, wanting to leave town and campaign for reelection, did not savor a bruising debate on these issues.\n\nIn another action, supporters of legislation that would reverse the Supreme Court decision in the Grove City College case boycotted sessions of the Labor and Human Resources committee called to mark up such a measure, and sought to attach the measure to a highway bill on the Senate floor.",1
22648886,143," was matched, it looked to me from Berlin, by that of the United States Olympic Committee and the American Athletic Union, which had the same objective.\n\n\n\nIn 1933, the year Hitler came to power, both the U.S. Olympic Committee and the A.A.U. voted overwhelmingly to boycott the 1936 Games unless Jewish athletes were permitted on German teams.",0
22648886,143," was matched, it looked to me from Berlin, by that of the United States Olympic Committee and the American Athletic Union, which had the same objective.\n\n\n\nIn 1933, the year Hitler came to power, both the U.S. Olympic Committee and the A.A.U. voted overwhelmingly to boycott the 1936 Games unless Jewish athletes were permitted on German teams.",0
22655953,143,\n\n\nIn his forays in California Mr. Jackson continued to call on President Reagan to intensify his efforts to talk the Soviet Union into entering the 1984 Olympics.\nHe said the ''Carter-Mondale Administration'' was wrong in boycotting the 1980 Olympics and declared that the United States was paying the price for that error.,0
22656842,143,"\n\n\nUnlike the experience in 1980 when United States athletes boycotted the Moscow Games, the United States trials will have meaning.",0
22656842,143,"He is angered because of what President Carter's boycott and the announced Soviet absence have done to his Games and his future memories.\n\n\n\nAlready, at the age of 22, Wolf's stories have begun.",0
22676484,143,"\n\n\n\nOn the economic front, 40,000 black miners staged an illegal strike for higher wages at Vaal Reefs, the world's largest gold mine.",0
22373318,144,"""Troops and policemen delivered food to Lublin today as strikers blockaded the railroad station and halted transport and other services.",0
22464652,144,"The city, he said, still needs to find about 800 beds for homeless men.\n\n\nA spokesman for the police said that about 35 demonstrators blocked southbound traffic on the Harlem River Drive at 155th Street at about 8 A.M. ''They dispersed when we asked them to,'' said the spokesman, Sgt. Joseph R. Wilson.\n\nAt about 10 A.M., demonstrators apparently rolled an abandoned truck onto the drive at 155th Street and let the air out of the tires, the police said.",0
22464652,144,"The city, he said, still needs to find about 800 beds for homeless men.\n\n\nA spokesman for the police said that about 35 demonstrators blocked southbound traffic on the Harlem River Drive at 155th Street at about 8 A.M. ''They dispersed when we asked them to,'' said the spokesman, Sgt. Joseph R. Wilson.\n\nAt about 10 A.M., demonstrators apparently rolled an abandoned truck onto the drive at 155th Street and let the air out of the tires, the police said.",0
22507046,144,Twenty Arabs and four soldiers were reported hurt in the encounter.\n\nIsraeli sources said the boy died in an ambulance that was delayed in reaching a hospital by demonstrators blocking the street.,0
22591571,144,"The more the Israelis try to protect themselves by blocking traffic, checking cars and searching homes, the more they antagonize the local population.",0
22610966,144,"Protesting marchers brought traffic to a standstill in the streets, and angry workers blocked highways and railroads with heavy coils of sheet steel and piles of burning truck tires.",0
22636879,144,"""Zambia has dismissed its director of civil aviation because he closed Lusaka's international airport for 45 minutes last month when he could not get a seat on a flight, the Government announced today.",1
22338793,145,"\n     Yesterday the news agency reported that three people had been killed in clashes between demonstrators and the police in Assam and that more than 2,000 had been arrested.",0
22339503,145,"""Thirty-four men arrested late last night were released from jail today on a variety of misdemeanor charges involving the latest protest over the use of nonunion coal at the Tennessee Valley Authority's power plant at Paradise, Ky. \n     The men were jailed after shots were fired at six coal trucks and several objects were thrown at police cruisers in a protest by 500 demonstrators.",0
22395783,145,"""In the worst outbreak of street violence in 14 months of labor unrest, the police in Katowice today battled 5,000 protesters who had been angered by the arrest of three Solidarity activists for distributing leaflets.\nAccording to a Solidarity statement, the demonstrators took to the streets in the southern mining city after the police arrested the three unionists for selling underground newspapers and Solidarity leaflets from a van.\n\nTwo of the men escaped into the crowd and one, Tadeusz Buranowski, a local union board member, was detained by the police.",0
22398252,145,Paris policemen and leftist extremists clash at the end of an antinuclear demonstration.,0
22407123,145,"Violence occurred through most of the day, despite pleas from supporters of the hunger strikers who said that the disturbances eroded sympathy for imprisoned nationalists from other Catholics in the province.\n\n\n\nIn Londonderry, snipers on a garage roof shot two policemen, threw grenades at the injured officers and then fled in a stolen car.",0
22407123,145,"Violence occurred through most of the day, despite pleas from supporters of the hunger strikers who said that the disturbances eroded sympathy for imprisoned nationalists from other Catholics in the province.\n\n\n\nIn Londonderry, snipers on a garage roof shot two policemen, threw grenades at the injured officers and then fled in a stolen car.",0
22456191,145,"Riots Last Over 6 Hours\n\n\n\nOne such decision was the reinstatement of a curfew for Warsaw, where thousands of protesters chanting slogans in support of the suspended Solidarity labor union battled heavily armed riot policemen for more than six hours Monday.",0
22456191,145,"A P.A.P. dispatch said only that ''groups of unruly youngsters'' took to the streets in rioting, shouting antistate slogans and destroying public facilities.''\n\n\n\n''Order was restored by the law-enforcement organ,'' it said.",0
22456191,145,"Riots Last Over 6 Hours\n\n\n\nOne such decision was the reinstatement of a curfew for Warsaw, where thousands of protesters chanting slogans in support of the suspended Solidarity labor union battled heavily armed riot policemen for more than six hours Monday.",0
22456191,145,"The crowd was as large as 10,000, the sources said, and at one point it turned against a police headquarters, setting fire to a police shed.\n\n\n\nAlthough the official press said that demonstrators in Warsaw went on a rampage of destruction, smashing windows and overturning cars, Western journalists on the scene did not witness such incidents.",0
22489425,145,"On May 3, the people demonstrated the raw power of their discontent in a wave of violent protests in Warsaw.\n\n\n\nWhat all this means for the future, however, is a matter of debate.",0
22497647,145," said they feared the violence last Sunday could be used as a pretext to cancel the August trip.\nSeveral suggested the violent confrontations between policemen and protesters were deliberately provoked by the authorities.\nPoland's leading bishops were to review last weekend's outbreak, when riot policemen in three cities clashed with demonstrators protesting six months of martial law.",0
22502980,145,"His activities and those of his followers during the 1967 riots in Newark prompted former Gov.  Richard J. Hughes to label them ''brownshirts.''\n\n\n\nAnd 10 years ago, when a black organization headed by Imamu Amiri Baraka tried to erect a low-income housing project in the North Ward with public funds, Mr. Imperiale chained himself to the fence at the construction site and began a demonstration that lasted for weeks until the project died.\n\n\nMr.",0
22503890,145," 17, of 2195 Ocean Avenue, Brooklyn, Samuel Wilkenfield, 17, of 577 Grand Street, Manhattan, and Evelyn Hyman, 52, of 419 West 34th Street, charging them with criminal mischief and disorderly conduct.\n\nMeir Jolovitz, national chairman of the Jewish Defense League, said later that members had ''stormed the offices of Aeroflot in protest of the continued oppression of the Soviet Jews in Russia.''",0
22503890,145,"Unofficial estimates of the crowd size, which the police refused to estimate, ranged as high as 100,000.\n\n\n\nAt 3:20 P.M., shortly after the rally ended, 30 members of the Jewish Defense League demonstrated outside the offices of Aeroflot, the Soviet airline, on Fifth Avenue near 45th Street, and threw bottles filled with red paint through the office's window, according to the police.\n\n\nThe police arrested Michael Bernstein,",0
22538422,145,\n There were several minor clashes between rock-throwing demonstrators and the police.,0
22556306,145,"The number was climbing as young people clashed with the police in downtown areas of major cities and entire working-class neighborhoods were blocked off by bonfires and rockthrowing residents.\n\n\nPeople of all ages and classes joined in defying the Government, banging pots and pans and honking car horns in a planned signal of protest beginning at 8 P.M. Few Injuries Reported\n\nThe police struck back with tear gas, water cannons and dogs.",0
22556306,145,"The number was climbing as young people clashed with the police in downtown areas of major cities and entire working-class neighborhoods were blocked off by bonfires and rockthrowing residents.\n\n\nPeople of all ages and classes joined in defying the Government, banging pots and pans and honking car horns in a planned signal of protest beginning at 8 P.M. Few Injuries Reported\n\nThe police struck back with tear gas, water cannons and dogs.",0
22556306,145,"Demonstrations were also held by students, human rights groups and some professional associations.\n\n\n\nIn one of the most violent clashes, students took over a campus of the University of Chile here, but as they sought to move onto surrounding streets club-swinging policemen attacked them.",0
